"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.522932517E1,1.574181437E0,1.140836835E0,-3.369239092E0
2.523932617E1,1.670040607E0,9.251239300E-1,-3.295947075E0
2.524932717E1,1.754471302E0,7.625723481E-1,-3.259791374E0
2.525932917E1,1.863143802E0,5.025053024E-1,-3.235171080E0
2.526933017E1,1.939782858E0,3.299981058E-1,-3.205860615E0
2.527933117E1,1.976875663E0,1.673982590E-1,-3.188580275E0
2.528933317E1,1.957094073E0,8.859041333E-2,-3.177797556E0
2.529933417E1,1.927694440E0,-8.066088893E-3,-3.163087130E0
2.530933517E1,1.887990952E0,-3.208804876E-2,-3.162491083E0
2.531933717E1,1.820852399E0,-2.262849919E-2,-3.182393551E0
2.532933817E1,1.731961250E0,3.088861518E-2,-3.221790314E0
2.533933917E1,1.628220677E0,1.503505707E-1,-3.270818233E0
2.534934117E1,1.575968981E0,1.967454553E-1,-3.295658350E0
2.535934217E1,1.508895397E0,2.792086303E-1,-3.267178774E0
2.536934317E1,1.423797250E0,4.444521368E-1,-3.211405993E0
2.537934517E1,1.361948252E0,5.274974704E-1,-3.119965315E0
2.538934617E1,1.295055151E0,6.674807072E-1,-3.040107727E0
2.539934717E1,1.239258409E0,8.616619110E-1,-3.008927822E0
2.540934917E1,1.208344698E0,9.255623221E-1,-2.972719193E0
2.541935017E1,1.179635286E0,9.848075509E-1,-2.907298326E0
2.542935117E1,1.140809059E0,1.060769081E0,-2.839981556E0
2.543935317E1,1.116403222E0,1.051230907E0,-2.735066414E0
2.544935417E1,1.069001198E0,1.088341117E0,-2.622529268E0
2.545935517E1,1.022645950E0,1.080556154E0,-2.523080826E0
2.546935717E1,9.735248685E-1,1.096429825E0,-2.457062244E0
2.547935817E1,9.410902262E-1,9.356360435E-1,-2.419712305E0
2.548935917E1,8.960093260E-1,8.389396071E-1,-2.386015892E0
2.549936117E1,8.996397853E-1,7.052801251E-1,-2.361674309E0
2.550936217E1,9.462742209E-1,5.840058923E-1,-2.338913202E0
2.551936317E1,1.005455256E0,4.484504461E-1,-2.288303614E0
2.552936517E1,1.026687145E0,3.161976039E-1,-2.201508045E0
2.553936617E1,1.000911474E0,2.266916782E-1,-2.079924107E0
2.554936717E1,9.654455781E-1,1.533844024E-1,-1.936519265E0
2.555936917E1,9.150153995E-1,9.193301201E-2,-1.793893695E0
2.556937017E1,8.827618361E-1,3.194951266E-2,-1.677687407E0
2.557937117E1,8.428655267E-1,-1.422916539E-2,-1.587982774E0
2.558937317E1,7.902433872E-1,-3.672394156E-2,-1.514251828E0
2.559937417E1,7.294597030E-1,-3.046577610E-2,-1.449303985E0
2.560937517E1,6.564037800E-1,3.622737527E-2,-1.392931700E0
2.561937717E1,6.198366880E-1,1.480132937E-1,-1.352637529E0
2.562937817E1,5.883650780E-1,2.713973522E-1,-1.350206971E0
2.563937917E1,5.639806390E-1,3.852786422E-1,-1.370572090E0
2.564938117E1,5.500801802E-1,4.862527549E-1,-1.390951514E0
2.565938217E1,5.122451782E-1,5.605397820E-1,-1.388916612E0
2.566938317E1,4.797235131E-1,6.125059724E-1,-1.367444515E0
2.567938517E1,4.631780982E-1,6.588545442E-1,-1.358550191E0
2.568938617E1,4.314300716E-1,6.758225560E-1,-1.391877890E0
2.569938717E1,4.503600895E-1,6.801872253E-1,-1.459208488E0
2.570938917E1,4.954456985E-1,6.887976527E-1,-1.539828062E0
2.571939017E1,5.234726071E-1,4.521307647E-1,-1.566675425E0
2.572939117E1,5.976794362E-1,2.997376025E-1,-1.570138216E0
2.573939317E1,6.637167931E-1,8.304712176E-2,-1.568184853E0
2.574939417E1,6.768614054E-1,-1.238986701E-1,-1.595753670E0
2.575939517E1,6.394641995E-1,-3.402924836E-1,-1.667930841E0
2.576939717E1,6.071010232E-1,-5.485793352E-1,-1.768851399E0
2.577939817E1,6.047148108E-1,-7.280521989E-1,-1.887049198E0
2.578939917E1,6.466415524E-1,-8.733674288E-1,-1.974651814E0
2.579940117E1,6.797920465E-1,-9.701014161E-1,-2.014547348E0
2.580940217E1,6.898955703E-1,-1.088506341E0,-1.999122977E0
2.581940317E1,6.807393432E-1,-1.179985881E0,-1.936458111E0
2.582940517E1,6.300266981E-1,-1.206297040E0,-1.863038301E0
2.583940617E1,5.616777539E-1,-1.186096668E0,-1.830586076E0
2.584940817E1,4.727286696E-1,-1.175757527E0,-1.892871857E0
2.585940917E1,3.536204100E-1,-1.209474802E0,-2.001056194E0
2.586941017E1,2.266656756E-1,-1.316395640E0,-2.075245380E0
2.587941217E1,1.530814767E-1,-1.490078449E0,-2.097069979E0
2.588941317E1,1.260526478E-1,-1.618601203E0,-2.076403856E0
2.589941417E1,1.007099971E-1,-1.644388437E0,-2.038225889E0
2.590941617E1,6.252971478E-3,-1.606027007E0,-2.041157007E0
2.591941717E1,3.580127284E-2,-1.527599573E0,-2.007944345E0
2.592941817E1,1.038612872E-1,-1.378811479E0,-1.917569160E0
2.593942017E1,1.431415826E-1,-1.238916159E0,-1.843672037E0
2.594942117E1,1.857106537E-1,-1.043627262E0,-1.805672526E0
2.595942217E1,2.384953052E-1,-8.457313776E-1,-1.780252218E0
2.596942417E1,2.680572271E-1,-7.217768431E-1,-1.736151099E0
2.597942517E1,2.990814447E-1,-6.158089042E-1,-1.715806603E0
2.598942617E1,3.330579698E-1,-5.549252033E-1,-1.739800334E0
2.599942817E1,3.662758470E-1,-5.034324527E-1,-1.782201529E0
2.600942917E1,4.139378667E-1,-4.993731081E-1,-1.789126515E0
2.601943017E1,4.584185183E-1,-5.477278233E-1,-1.744877338E0
2.602943217E1,4.866470397E-1,-6.242973804E-1,-1.649564743E0
2.603943317E1,4.853168130E-1,-6.931062341E-1,-1.519513488E0
2.604943417E1,4.925792217E-1,-7.013438940E-1,-1.378636599E0
2.605943617E1,4.378400743E-1,-6.527110934E-1,-1.225955963E0
2.606943717E1,3.628283739E-1,-5.551938415E-1,-1.066629529E0
2.607943817E1,3.321008384E-1,-4.481776357E-1,-9.071884751E-1
2.608944017E1,3.305179477E-1,-3.650254011E-1,-7.759792209E-1
2.609944117E1,3.228096664E-1,-3.186746836E-1,-6.634412408E-1
2.610944237E1,3.017545044E-1,-2.814823687E-1,-5.642206073E-1
2.611944437E1,2.326779664E-1,-2.572654486E-1,-4.807230234E-1
2.612944537E1,1.527804434E-1,-2.151897252E-1,-3.903404176E-1
2.613944637E1,7.244540006E-2,-1.394305080E-1,-3.010123968E-1
2.614944837E1,-6.416751072E-3,-8.047170937E-2,-2.164528817E-1
2.615944938E1,-7.382029295E-2,-4.152110964E-2,-1.500876993E-1
2.616945137E1,-1.215662882E-1,-2.822068334E-2,-1.015649587E-1
2.617945237E1,-1.529785544E-1,-5.052305758E-2,-5.481450260E-2
2.618945337E1,-1.660037041E-1,-9.643264860E-2,-1.460905187E-3
2.619945537E1,-1.673254222E-1,-1.530282795E-1,4.818521068E-2
2.620945637E1,-1.755519360E-1,-2.018400431E-1,8.730358630E-2
2.621945738E1,-2.054254115E-1,-2.648214102E-1,1.411143392E-1
2.622945937E1,-2.509830296E-1,-3.365506530E-1,2.252590805E-1
2.623946037E1,-3.032616675E-1,-4.013096690E-1,3.271279037E-1
2.624946137E1,-3.540877104E-1,-4.508138299E-1,4.426759481E-1
2.625946337E1,-4.031884074E-1,-4.853089452E-1,5.593293309E-1
2.626946437E1,-4.477271736E-1,-5.056845546E-1,6.718669534E-1
2.627946538E1,-4.842284620E-1,-5.240201354E-1,7.705237865E-1
2.628946737E1,-5.046072602E-1,-5.385941863E-1,8.535928130E-1
2.629946837E1,-5.046935678E-1,-5.437394381E-1,9.077053070E-1
2.630946937E1,-4.951244295E-1,-5.472800136E-1,9.376276731E-1
2.631947137E1,-4.819748104E-1,-5.585422516E-1,9.754584432E-1
2.632947237E1,-4.680385590E-1,-5.861873031E-1,1.034047246E0
2.633947337E1,-4.554495215E-1,-6.203716397E-1,1.111626744E0
2.634947537E1,-4.493421614E-1,-6.566691399E-1,1.201734543E0
2.635947637E1,-4.512780309E-1,-6.915962696E-1,1.294496179E0
2.636947737E1,-4.550703168E-1,-7.160381079E-1,1.385390759E0
2.637947937E1,-4.713808596E-1,-7.236214280E-1,1.473656416E0
2.638948037E1,-5.012073517E-1,-7.004081011E-1,1.569029331E0
2.639948137E1,-5.535731316E-1,-6.402060390E-1,1.688440323E0
2.640948337E1,-6.044639945E-1,-5.257973075E-1,1.826907992E0
2.641948437E1,-6.098896265E-1,-3.431708217E-1,1.963257074E0
2.642948537E1,-6.087317467E-1,-1.512443721E-1,2.084075928E0
2.643948737E1,-6.051263809E-1,1.864746585E-2,2.195617437E0
2.644948837E1,-5.871564150E-1,1.831980646E-1,2.294597626E0
2.645948937E1,-5.336367488E-1,3.548606336E-1,2.366042376E0
2.646949137E1,-4.659929872E-1,5.193995833E-1,2.414991379E0
2.647949237E1,-4.160123765E-1,6.586964726E-1,2.462983847E0
2.648949437E1,-3.878362179E-1,7.666155696E-1,2.539126158E0
2.649949537E1,-3.850827813E-1,8.500638604E-1,2.652402401E0
2.650949637E1,-3.959623873E-1,9.073830843E-1,2.803162336E0
2.651949837E1,-4.081586003E-1,9.330762029E-1,2.966186285E0
2.652949937E1,-4.266258776E-1,9.313948750E-1,3.126942158E0
2.653950037E1,-4.465335310E-1,9.034063816E-1,3.266708136E0
2.654950237E1,-4.710897505E-1,8.417803049E-1,3.382631540E0
2.655950337E1,-4.922488332E-1,7.425293326E-1,3.478960514E0
2.656950437E1,-5.218076110E-1,6.242304444E-1,3.552297831E0
2.657950637E1,-5.564143062E-1,4.911959469E-1,3.576879025E0
2.658950737E1,-6.087504029E-1,3.326788843E-1,3.574981689E0
2.659950837E1,-6.948136687E-1,1.990263015E-1,3.565355539E0
2.660951037E1,-7.930104136E-1,1.012555137E-1,3.528406382E0
2.661951137E1,-8.547808528E-1,-2.619458735E-2,3.459853172E0
2.662951237E1,-8.739450574E-1,-1.876496077E-1,3.396376133E0
2.663951437E1,-8.530490994E-1,-3.321612477E-1,3.369667768E0
2.664951537E1,-7.835285664E-1,-4.383010268E-1,3.368714094E0
2.665951637E1,-6.933872104E-1,-5.191578269E-1,3.396270275E0
2.666951837E1,-6.426640153E-1,-5.326740742E-1,3.468779802E0
2.667951937E1,-7.056797743E-1,-4.237598777E-1,3.563116789E0
2.668952037E1,-8.655945063E-1,-1.572719961E-1,3.620429516E0
2.669952237E1,-1.020239353E0,2.027293295E-1,3.607048750E0
2.670952337E1,-1.104364157E0,5.211412311E-1,3.522365808E0
2.671952437E1,-1.119252563E0,6.941135526E-1,3.359199286E0
2.672952637E1,-1.092198014E0,8.516278267E-1,3.112776518E0
2.673952737E1,-1.086314559E0,9.524013400E-1,2.840004444E0
2.674952937E1,-1.096730947E0,1.259911299E0,2.583641529E0
2.675953037E1,-1.171137094E0,1.656025052E0,2.358021021E0
2.676953137E1,-1.297861934E0,2.159787893E0,2.140480518E0
2.677953337E1,-1.463711381E0,2.588110924E0,1.902076006E0
2.678953437E1,-1.630970001E0,2.842118025E0,1.627918124E0
2.679953537E1,-1.764966726E0,2.837686062E0,1.346709967E0
2.680953737E1,-1.837770462E0,2.641982555E0,1.110319972E0
2.681953837E1,-1.854655981E0,2.311717510E0,9.603741169E-1
2.682953937E1,-1.821038008E0,1.917437434E0,8.633500338E-1
2.683954137E1,-1.793785810E0,1.373864412E0,7.794072032E-1
2.684954237E1,-1.739645362E0,7.929653525E-1,6.596395373E-1
2.685954337E1,-1.660023570E0,2.203697264E-1,4.969118536E-1
2.686954537E1,-1.545973063E0,-2.927635908E-1,3.005505502E-1
2.687954637E1,-1.409285545E0,-7.117613554E-1,8.038835227E-2
2.688954737E1,-1.270113826E0,-1.014816046E0,-1.262945235E-1
2.689954937E1,-1.152495384E0,-1.222014308E0,-2.973469496E-1
2.690955037E1,-1.046697021E0,-1.327147603E0,-4.156017005E-1
2.691955137E1,-9.732308388E-1,-1.336349368E0,-4.826643467E-1
2.692955337E1,-9.140974283E-1,-1.267988205E0,-4.979303479E-1
2.693955437E1,-8.878796697E-1,-1.124913931E0,-4.999178648E-1
2.694955537E1,-8.679915667E-1,-9.445856214E-1,-5.265642405E-1
2.695955737E1,-8.723647594E-1,-7.262870669E-1,-5.937792063E-1
2.696955837E1,-8.858669996E-1,-4.964424968E-1,-6.749351621E-1
2.697955937E1,-8.767328858E-1,-2.279252857E-1,-7.444064021E-1
2.698956137E1,-8.485291004E-1,7.961873710E-2,-8.069705367E-1
2.699956237E1,-8.102232814E-1,3.745009601E-1,-8.656897545E-1
2.700956437E1,-7.749575973E-1,6.271097660E-1,-9.036759734E-1
2.701956537E1,-7.312319279E-1,8.239743710E-1,-9.143078327E-1
2.702956637E1,-6.590870023E-1,9.266306162E-1,-9.142272472E-1
2.703956837E1,-5.785293579E-1,1.007219076E0,-9.275296926E-1
2.704956937E1,-4.535418749E-1,9.854069352E-1,-9.500092268E-1
2.705957037E1,-3.096555471E-1,9.034726620E-1,-9.725126624E-1
2.706957237E1,-1.776181757E-1,8.583781719E-1,-9.848439097E-1
2.707957337E1,-4.405717552E-2,6.792313457E-1,-9.859853387E-1
2.708957437E1,3.193838149E-2,6.691794991E-1,-9.877543449E-1
2.709957637E1,6.671872735E-2,6.423931718E-1,-9.761453867E-1
2.710957700E1,3.823661432E-2,6.606636643E-1,-9.637365341E-1
2.711957800E1,-4.867138714E-2,7.504545450E-1,-9.386980534E-1
2.712958000E1,-1.395829022E-1,7.531399131E-1,-9.003505707E-1
2.713958100E1,-2.168792933E-1,7.910521030E-1,-8.726020455E-1
2.714958200E1,-3.013993502E-1,7.900548577E-1,-8.718810081E-1
2.715958400E1,-3.809580803E-1,7.739011645E-1,-9.024288058E-1
2.716958500E1,-4.507776201E-1,7.846993804E-1,-9.542160630E-1
2.717958600E1,-5.396558046E-1,8.802062273E-1,-9.993776679E-1
2.718958800E1,-6.255722046E-1,9.612021446E-1,-1.005628586E0
2.719958900E1,-6.957497001E-1,1.009313941E0,-9.614732862E-1
2.720959000E1,-7.374020219E-1,1.169147730E0,-9.163515568E-1
2.721959200E1,-7.190946341E-1,9.236380458E-1,-8.718150258E-1
2.722959300E1,-6.555916071E-1,6.348488331E-1,-8.434752822E-1
2.723959500E1,-5.455257893E-1,2.948475778E-1,-8.666743636E-1
2.724959600E1,-4.333695471E-1,-1.154062748E-1,-9.202743173E-1
2.725959700E1,-3.473619521E-1,-5.314042568E-1,-9.481677413E-1
2.726959900E1,-2.847715616E-1,-9.215379357E-1,-9.771400094E-1
2.727960000E1,-2.412837297E-1,-1.238898754E0,-1.010992408E0
2.728960100E1,-2.057996988E-1,-1.464614987E0,-1.084587812E0
2.729960300E1,-2.123984843E-1,-1.634977937E0,-1.029557824E0
2.730960400E1,-2.315454632E-1,-1.673834801E0,-1.025033355E0
2.731960500E1,-3.066383302E-1,-1.654443741E0,-8.951323032E-1
2.732960700E1,-3.815387785E-1,-1.405361056E0,-6.886242032E-1
2.733960800E1,-4.353889525E-1,-1.000276089E0,-6.201303601E-1
2.734960900E1,-4.469098747E-1,-5.946762562E-1,-7.070536613E-1
2.735961100E1,-4.367421865E-1,-2.668235004E-1,-7.974885106E-1
2.736961200E1,-3.899178803E-1,-2.734482847E-2,-8.354181647E-1
2.737961300E1,-2.993280590E-1,1.255334020E-1,-8.338477015E-1
2.738961500E1,-2.023870051E-1,1.991385669E-1,-8.057113290E-1
2.739961600E1,-1.199975908E-1,2.335380912E-1,-7.825311422E-1
2.740961700E1,-6.423351169E-2,2.493935674E-1,-7.892804742E-1
2.741961900E1,-2.915728092E-2,2.469130903E-1,-8.010953665E-1
2.742962000E1,-2.760937251E-2,2.141410857E-1,-7.874194384E-1
2.743962200E1,-4.745125771E-2,1.518721282E-1,-7.120764852E-1
2.744962300E1,-6.886551529E-2,6.708510220E-2,-5.948143005E-1
2.745962400E1,-8.246095479E-2,-3.317572549E-2,-4.829738140E-1
2.746962600E1,-8.338052779E-2,-1.533046961E-1,-3.909136355E-1
2.747962700E1,-6.605319679E-2,-2.852422297E-1,-3.455237746E-1
2.748962800E1,-3.990602866E-2,-4.295648038E-1,-3.284087181E-1
2.749963000E1,-2.323170938E-2,-5.712569952E-1,-3.145655990E-1
2.750963100E1,-2.229990996E-2,-7.090602517E-1,-2.899082601E-1
2.751963200E1,-1.562416367E-2,-8.495651484E-1,-2.485549450E-1
2.752963400E1,-8.534624241E-3,-9.909560680E-1,-2.122622430E-1
2.753963500E1,-7.448485121E-6,-1.125700355E0,-1.807796806E-1
2.754963600E1,-8.336003870E-3,-1.255377531E0,-1.573628336E-1
2.755963800E1,-3.262669593E-2,-1.374679446E0,-1.365406513E-1
2.756963900E1,-7.537063211E-2,-1.494562507E0,-1.212598979E-1
2.757964000E1,-1.220209524E-1,-1.603133082E0,-1.012481079E-1
2.758964200E1,-1.755037457E-1,-1.667849898E0,-9.242651612E-2
2.759964300E1,-2.322245538E-1,-1.649741411E0,-1.228355542E-1
2.760964500E1,-3.089480996E-1,-1.600742459E0,-1.566270739E-1
2.761964600E1,-4.101136029E-1,-1.578898907E0,-1.776971966E-1
2.762964700E1,-5.106586218E-1,-1.592877746E0,-1.742042601E-1
2.763964900E1,-6.008912921E-1,-1.577031970E0,-1.648315191E-1
2.764965000E1,-6.496867537E-1,-1.578519821E0,-1.619413644E-1
2.765965100E1,-6.702607274E-1,-1.563531518E0,-1.553998441E-1
2.766965300E1,-6.746134758E-1,-1.550769925E0,-1.495988071E-1
2.767965400E1,-6.804929376E-1,-1.502266765E0,-1.468552202E-1
2.768965500E1,-6.834347844E-1,-1.411954522E0,-1.502819657E-1
2.769965700E1,-6.996875405E-1,-1.265719771E0,-1.568170935E-1
2.770965800E1,-6.780917048E-1,-1.158036113E0,-1.573143750E-1
2.771965900E1,-6.452610493E-1,-1.039845586E0,-1.574800313E-1
2.772966100E1,-5.863042474E-1,-9.392433167E-1,-1.502711028E-1
2.773966200E1,-5.400933623E-1,-8.660830855E-1,-1.443511695E-1
2.774966300E1,-4.940227270E-1,-8.247995377E-1,-1.603684127E-1
2.775966500E1,-4.415645897E-1,-8.038431406E-1,-1.936233044E-1
2.776966600E1,-3.731675446E-1,-8.227208257E-1,-2.174744010E-1
2.777966700E1,-2.891490757E-1,-8.311353326E-1,-2.201095968E-1
2.778966900E1,-2.120057195E-1,-8.185398579E-1,-2.087543309E-1
2.779967000E1,-1.571137160E-1,-8.078592420E-1,-1.896970123E-1
2.780967200E1,-1.064748913E-1,-8.124571443E-1,-1.640943140E-1
2.781967300E1,-5.498826131E-2,-8.212522268E-1,-1.227458045E-1
2.782967400E1,1.473495970E-3,-8.056727052E-1,-7.022418827E-2
2.783967600E1,4.836270958E-2,-7.478227019E-1,-2.255813405E-2
2.784967700E1,9.115166962E-2,-6.533826590E-1,-7.293210365E-3
2.785967800E1,1.363314092E-1,-5.520874858E-1,-1.420358010E-2
2.786968000E1,1.699047834E-1,-4.366518259E-1,-2.635401860E-2
2.787968100E1,1.912332326E-1,-2.954888642E-1,-1.807744615E-2
2.788968200E1,2.201879025E-1,-9.764054418E-2,1.405703556E-2
2.789968400E1,2.818526030E-1,1.001345227E-4,5.123636127E-2
2.790968500E1,3.091277480E-1,1.047649458E-1,8.165030926E-2
2.791968600E1,3.144657910E-1,1.454913318E-1,1.165134832E-1
2.792968800E1,3.292797506E-1,1.682275683E-1,1.516780108E-1
2.793968900E1,3.460025191E-1,2.256796658E-1,1.996231675E-1
2.794969000E1,3.962090909E-1,2.422633171E-1,2.605396211E-1
2.795969200E1,4.145683944E-1,3.143662810E-1,3.233124614E-1
2.796969300E1,4.223612249E-1,4.052821994E-1,4.013919532E-1
2.797969500E1,4.454249740E-1,4.673506320E-1,4.724610746E-1
2.798969600E1,4.833677113E-1,4.689475894E-1,5.242450237E-1
2.799969700E1,5.185459256E-1,4.419868290E-1,5.758458972E-1
2.800969900E1,5.753923655E-1,3.255921602E-1,6.249798536E-1
2.801970000E1,5.845062733E-1,2.811780870E-1,6.375110745E-1
2.802970100E1,5.439184308E-1,2.514754236E-1,6.001515985E-1
2.803970300E1,5.053252578E-1,1.085172072E-1,5.333490968E-1
2.804970400E1,4.238740504E-1,-1.583531150E-3,4.571134150E-1
2.805970500E1,3.581655920E-1,-2.467946261E-1,4.226563871E-1
2.806970700E1,2.504092753E-1,-4.646081030E-1,4.075146616E-1
2.807970800E1,1.543045789E-1,-6.577194929E-1,4.078302681E-1
2.808970900E1,5.593232810E-2,-8.236203194E-1,3.817961514E-1
2.809971100E1,-3.179033473E-2,-9.518983960E-1,3.137249351E-1
2.810971200E1,-9.993706644E-2,-1.015930295E0,2.147742063E-1
2.811971300E1,-1.252578646E-1,-1.123859167E0,9.552264214E-2
2.812971500E1,-2.084383070E-1,-1.158903718E0,-3.259224817E-2
2.813971600E1,-2.908351719E-1,-1.187558532E0,-1.198187619E-1
2.814971800E1,-3.735391796E-1,-1.187477231E0,-1.702407300E-1
2.815971900E1,-4.148741066E-1,-1.283103347E0,-2.198562324E-1
2.816972000E1,-4.835231602E-1,-1.335453272E0,-2.805852890E-1
2.817972200E1,-5.603764057E-1,-1.410132289E0,-3.472106457E-1
2.818972300E1,-6.074117422E-1,-1.516910553E0,-4.018064439E-1
2.819972400E1,-6.857523322E-1,-1.611027241E0,-4.531599283E-1
2.820972600E1,-8.183888197E-1,-1.602665663E0,-4.918150306E-1
2.821972700E1,-9.412223101E-1,-1.736323595E0,-5.091409683E-1
2.822972800E1,-1.143535018E0,-1.702722311E0,-5.370987058E-1
2.823973000E1,-1.323729038E0,-1.674307704E0,-5.483886600E-1
2.824973100E1,-1.444648623E0,-1.602210879E0,-5.408176184E-1
2.825973200E1,-1.541266799E0,-1.478314877E0,-5.123748183E-1
2.826973400E1,-1.629446745E0,-1.296321034E0,-4.546595216E-1
2.827973500E1,-1.706563830E0,-1.071552634E0,-3.882520199E-1
2.828973600E1,-1.774311900E0,-8.269945383E-1,-3.259746134E-1
2.829973800E1,-1.850991726E0,-6.033103466E-1,-2.847065330E-1
2.830973900E1,-1.922253013E0,-4.347403646E-1,-2.486497015E-1
2.831974100E1,-1.983473301E0,-2.717479765E-1,-2.059480548E-1
2.832974200E1,-1.989184856E0,-2.391423285E-1,-1.720312834E-1
2.833974300E1,-1.991437078E0,-1.878271997E-1,-1.650431454E-1
2.834974500E1,-1.972154021E0,-1.682289392E-1,-1.688183099E-1
2.835974600E1,-1.934614658E0,-1.899638027E-1,-1.650557816E-1
2.836974700E1,-1.898448229E0,-2.404284328E-1,-1.442781687E-1
2.837974900E1,-1.870606422E0,-2.917885482E-1,-1.225995049E-1
2.838975000E1,-1.852618337E0,-3.503531814E-1,-1.059358045E-1
2.839975100E1,-1.837523580E0,-4.158925116E-1,-9.436943382E-2
2.840975300E1,-1.810340524E0,-5.772782564E-1,-1.196591482E-1
2.841975400E1,-1.870228648E0,-5.441642404E-1,-1.261862963E-1
2.842975500E1,-1.878951430E0,-6.017813683E-1,-1.201595217E-1
2.843975700E1,-1.868488193E0,-5.879701972E-1,-1.022127494E-1
2.844975800E1,-1.835397363E0,-5.110815167E-1,-6.633677334E-2
2.845976000E1,-1.807611227E0,-3.863470554E-1,-1.520248316E-2
2.846976100E1,-1.777227402E0,-2.197599858E-1,4.172297567E-2
2.847976200E1,-1.746681452E0,-4.219957814E-2,9.222768992E-2
2.848976400E1,-1.726983905E0,1.256620139E-1,1.237215400E-1
2.849976500E1,-1.711513638E0,2.989395261E-1,1.387862414E-1
2.850976600E1,-1.675829411E0,4.872505963E-1,1.537348330E-1
2.851976800E1,-1.627192020E0,6.871951222E-1,1.580299884E-1
2.852976900E1,-1.584800720E0,8.749080896E-1,1.445385516E-1
2.853977000E1,-1.556868672E0,1.034339547E0,1.174739078E-1
2.854977200E1,-1.544026256E0,1.156111121E0,8.116421103E-2
2.855977300E1,-1.531610966E0,1.240597248E0,7.636786252E-2
2.856977400E1,-1.510431767E0,1.278576016E0,1.132396460E-1
2.857977600E1,-1.471111536E0,1.281093836E0,1.864882857E-1
2.858977700E1,-1.415483475E0,1.275713086E0,2.578445077E-1
2.859977800E1,-1.370412946E0,1.267613053E0,3.032346070E-1
2.860978000E1,-1.333586693E0,1.279513478E0,3.293072283E-1
2.861978100E1,-1.299059272E0,1.304950118E0,3.555793166E-1
2.862978300E1,-1.275662541E0,1.327207565E0,3.754146993E-1
2.863978400E1,-1.262257576E0,1.339258909E0,3.796365857E-1
2.864978500E1,-1.268758178E0,1.335402608E0,3.672833741E-1
2.865978700E1,-1.289926052E0,1.338428497E0,3.402046263E-1
2.866978800E1,-1.314096928E0,1.375089169E0,2.893248498E-1
2.867978900E1,-1.334169745E0,1.467005253E0,2.167142928E-1
2.868979100E1,-1.345108867E0,1.595623374E0,1.359173059E-1
2.869979200E1,-1.352878809E0,1.737341046E0,6.620666385E-2
2.870979300E1,-1.354602695E0,1.847971439E0,7.289836649E-4
2.871979500E1,-1.339348912E0,1.906448364E0,-8.786878735E-2
2.872979600E1,-1.355203390E0,1.861896873E0,-1.646463424E-1
2.873979800E1,-1.344522834E0,1.753053427E0,-2.147561014E-1
2.874979900E1,-1.306953073E0,1.603511453E0,-2.463957667E-1
2.875980000E1,-1.251352072E0,1.436339498E0,-2.557101846E-1
2.876980200E1,-1.166263223E0,1.247419953E0,-2.453527600E-1
2.877980300E1,-1.093776226E0,1.058542490E0,-1.902735382E-1
2.878980400E1,-1.012810230E0,8.696491718E-1,-1.349101961E-1
2.879980600E1,-9.634062648E-1,7.235555649E-1,-7.100445777E-2
2.880980700E1,-9.474717379E-1,6.270316243E-1,7.097261958E-3
2.881980800E1,-9.431645870E-1,5.683427453E-1,7.379320264E-2
2.882981000E1,-9.479860067E-1,5.629462004E-1,1.103820503E-1
2.883981100E1,-9.620435238E-1,6.027317047E-1,1.182405055E-1
2.884981200E1,-9.837602377E-1,6.979704499E-1,1.111999974E-1
2.885981400E1,-1.011421442E0,8.058561683E-1,8.818575740E-2
2.886981500E1,-1.031334996E0,9.355599880E-1,5.398143083E-2
2.887981700E1,-1.037162781E0,1.051087141E0,1.369845588E-2
2.888981800E1,-1.035144925E0,1.126367092E0,-3.077934310E-2
2.889981900E1,-1.033948898E0,1.137663960E0,-8.230005950E-2
2.890982100E1,-1.009155631E0,1.088027477E0,-1.441663802E-1
2.891982200E1,-1.001819968E0,1.008114219E0,-1.639565974E-1
2.892982300E1,-9.479131699E-1,8.880771995E-1,-2.329692394E-1
2.893982500E1,-9.011288881E-1,7.072451115E-1,-3.249870539E-1
2.894982600E1,-8.836547136E-1,4.392647445E-1,-3.142712414E-1
2.895982700E1,-8.131397963E-1,3.635167181E-1,-2.437970638E-1
2.896982900E1,-6.881508827E-1,3.323398829E-1,-1.721344590E-1
2.897983000E1,-5.136229992E-1,1.856657863E-1,-1.000815779E-1
2.898983100E1,-3.625362515E-1,1.222140640E-1,-9.088055789E-2
2.899983300E1,-2.256138176E-1,1.408354044E-1,-1.697386205E-1
2.900983400E1,-1.131384224E-1,1.603531241E-1,-2.709038556E-1
2.901983600E1,-2.913405932E-2,2.251670212E-1,-3.566075861E-1
2.902983700E1,4.021528736E-2,3.130320013E-1,-4.406086504E-1
2.903983800E1,9.166090190E-2,4.059595466E-1,-4.893175960E-1
2.904984000E1,1.286147088E-1,4.863260090E-1,-5.272076130E-1
2.905984100E1,1.640304923E-1,5.604023337E-1,-5.682626367E-1
2.906984200E1,2.079746276E-1,6.226387024E-1,-5.882445574E-1
2.907984400E1,2.693349123E-1,6.017557979E-1,-5.575755835E-1
2.908984500E1,3.501103222E-1,4.851196408E-1,-4.834043086E-1
2.909984600E1,4.436743557E-1,3.237422109E-1,-4.177099764E-1
2.910984850E1,5.321848989E-1,1.759479344E-1,-3.699758947E-1
