"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.249767950E1,1.504886627E0,-2.895748615E-1,-1.788435340E0
1.250768150E1,1.422777534E0,-8.696135879E-2,-1.773800492E0
1.251768250E1,1.355685830E0,3.234240040E-2,-1.732682109E0
1.252768350E1,1.306520224E0,9.379320592E-2,-1.654849291E0
1.253768450E1,1.270992279E0,1.081204861E-1,-1.549020410E0
1.254768650E1,1.246405602E0,8.377328515E-2,-1.421519160E0
1.255768750E1,1.236606240E0,1.984196901E-2,-1.283964276E0
1.256768850E1,1.233070850E0,-7.383448631E-2,-1.153782248E0
1.257768950E1,1.223353028E0,-1.798283011E-1,-1.045212865E0
1.258769050E1,1.178959370E0,-2.810533941E-1,-9.563323259E-1
1.259769250E1,1.116600633E0,-3.639112413E-1,-9.029574990E-1
1.260769350E1,1.076586127E0,-4.045418501E-1,-8.799172044E-1
1.261769450E1,1.068383336E0,-4.139606655E-1,-8.593253493E-1
1.262769550E1,1.079889059E0,-4.224249125E-1,-8.244683146E-1
1.263769750E1,1.094439507E0,-4.145635366E-1,-7.891601324E-1
1.264769850E1,1.118785024E0,-3.514133096E-1,-7.783206701E-1
1.265769950E1,1.159954548E0,-2.598839104E-1,-8.066308498E-1
1.266770050E1,1.205805898E0,-1.543109566E-1,-8.627130389E-1
1.267770250E1,1.250365973E0,-4.956110567E-2,-9.388728142E-1
1.268770350E1,1.301567793E0,3.997990862E-2,-1.014585733E0
1.269770450E1,1.327063322E0,1.172206402E-1,-1.070388556E0
1.270770550E1,1.329489946E0,1.898828894E-1,-1.123003840E0
1.271770750E1,1.347087383E0,2.385795861E-1,-1.169416904E0
1.272770850E1,1.380165339E0,2.307706475E-1,-1.207789898E0
1.273770950E1,1.422858477E0,1.727760583E-1,-1.244240284E0
1.274771050E1,1.491123796E0,6.120415404E-2,-1.276106954E0
1.275771250E1,1.539494753E0,-5.651235580E-2,-1.300062656E0
1.276771350E1,1.595207691E0,-1.156457663E-1,-1.336558580E0
1.277771450E1,1.642945409E0,-1.693473458E-1,-1.367832899E0
1.278771550E1,1.733374119E0,-2.264984101E-1,-1.354250550E0
1.279771750E1,1.867217064E0,-4.004206955E-1,-1.275260448E0
1.280771850E1,1.969824791E0,-6.760762334E-1,-1.133053422E0
1.281771950E1,2.001437902E0,-9.750362635E-1,-9.658183455E-1
1.282772050E1,1.966106415E0,-1.204255104E0,-8.393033147E-1
1.283772250E1,1.889472604E0,-1.275402546E0,-7.683715820E-1
1.284772350E1,1.777553916E0,-1.231733322E0,-7.557505965E-1
1.285772450E1,1.701329708E0,-9.607561231E-1,-8.150203228E-1
1.286772550E1,1.686451793E0,-7.589286566E-1,-9.106649756E-1
1.287772750E1,1.619146943E0,-6.356040239E-1,-1.008710742E0
1.288772850E1,1.515474319E0,-5.066084862E-1,-1.103132606E0
1.289772950E1,1.357932568E0,-2.985674441E-1,-1.186488152E0
1.290773050E1,1.131856322E0,2.609394118E-2,-1.253378749E0
1.291773150E1,1.026973128E0,2.581056058E-1,-1.292656422E0
1.292773350E1,9.464486241E-1,4.686503112E-1,-1.311507940E0
1.293773450E1,9.091653824E-1,5.040596724E-1,-1.327879786E0
1.294773550E1,7.604622841E-1,4.341296256E-1,-1.342844725E0
1.295773750E1,5.181245208E-1,3.764916360E-1,-1.348605514E0
1.296773850E1,2.973427176E-1,3.866691589E-1,-1.337769985E0
1.297773950E1,3.062073328E-2,4.319575429E-1,-1.249583364E0
1.298774050E1,-2.279521078E-1,4.328515828E-1,-1.143075705E0
1.299774250E1,-2.367802262E-1,3.556531966E-1,-1.044700980E0
1.300774350E1,-9.659478813E-2,1.351727545E-1,-9.818670154E-1
1.301774450E1,1.283853352E-1,-2.931615710E-1,-9.269537330E-1
1.302774550E1,3.041089475E-1,-9.266744852E-1,-8.533279896E-1
1.303774750E1,3.160827756E-1,-1.611618042E0,-7.479411364E-1
1.304774850E1,1.764115244E-1,-1.965313673E0,-6.761033535E-1
1.305774950E1,2.849688753E-2,-1.913957357E0,-7.318485975E-1
1.306775050E1,-1.214535013E-1,-1.445430160E0,-8.920220733E-1
1.307775150E1,-2.272664756E-1,-8.347325921E-1,-1.064368844E0
1.308775350E1,-2.733440399E-1,-1.627087593E-1,-1.204791784E0
1.309775387E1,-2.656741440E-1,4.910829067E-1,-1.312033772E0
1.310775487E1,-2.232856154E-1,1.097428799E0,-1.408842802E0
1.311775587E1,-1.638023108E-1,1.599302888E0,-1.476059675E0
1.312775787E1,-1.066571251E-1,1.876163006E0,-1.486396551E0
1.313775887E1,-7.745369524E-2,1.909686089E0,-1.418801308E0
1.314775987E1,-7.895010710E-2,1.724280596E0,-1.321677446E0
1.315776087E1,-1.010223776E-1,1.370753169E0,-1.242959976E0
1.316776287E1,-1.372145861E-1,8.999189138E-1,-1.188392162E0
1.317776387E1,-1.765228361E-1,4.206711054E-1,-1.144683599E0
1.318776487E1,-2.210326195E-1,1.942548901E-3,-1.108448863E0
1.319776587E1,-2.710686326E-1,-3.151738942E-1,-1.082561135E0
1.320776787E1,-3.475870490E-1,-5.356202722E-1,-1.062644482E0
1.321776887E1,-4.547894001E-1,-6.650916934E-1,-1.031556010E0
1.322776987E1,-5.588186383E-1,-7.259535193E-1,-9.726732969E-1
1.323777087E1,-6.444174051E-1,-7.397785187E-1,-8.990360498E-1
1.324777287E1,-7.146867514E-1,-7.227950096E-1,-8.378354907E-1
1.325777387E1,-7.789895535E-1,-6.932658553E-1,-8.082352877E-1
1.326777487E1,-8.513045311E-1,-6.552377939E-1,-8.110675216E-1
1.327777587E1,-9.240125418E-1,-6.310440302E-1,-8.454816937E-1
1.328777787E1,-1.016467094E0,-6.525028348E-1,-8.899818659E-1
1.329777887E1,-1.133636594E0,-7.343242168E-1,-9.059387445E-1
1.330777988E1,-1.218025088E0,-7.806802392E-1,-8.935481906E-1
1.331778087E1,-1.334795117E0,-9.816993475E-1,-9.054604769E-1
1.332778287E1,-1.461961269E0,-1.088489056E0,-9.402229786E-1
1.333778387E1,-1.605600476E0,-1.154220462E0,-9.869143367E-1
1.334778487E1,-1.779489875E0,-1.190923214E0,-1.042105317E0
1.335778587E1,-1.945747375E0,-1.213690042E0,-1.102182508E0
1.336778788E1,-2.087890387E0,-1.253788471E0,-1.176572084E0
1.337778887E1,-2.270359278E0,-1.328331709E0,-1.265887856E0
1.338778987E1,-2.420569181E0,-1.386250973E0,-1.359406829E0
1.339779087E1,-2.450093269E0,-1.388562679E0,-1.442782402E0
1.340779287E1,-2.349792242E0,-1.410125256E0,-1.491182446E0
1.341779387E1,-2.175113916E0,-1.534353971E0,-1.482596040E0
1.342779487E1,-2.006143808E0,-1.739901662E0,-1.404583335E0
1.343779587E1,-1.941151142E0,-1.937419772E0,-1.276008010E0
1.344779787E1,-1.963350892E0,-2.034239292E0,-1.157781720E0
1.345779887E1,-2.006995440E0,-1.997778177E0,-1.110918045E0
1.346779987E1,-2.015243292E0,-1.835934639E0,-1.130121112E0
1.347780087E1,-1.951565027E0,-1.549594283E0,-1.186842442E0
1.348780287E1,-1.836213470E0,-1.100463748E0,-1.257692814E0
1.349780387E1,-1.709411025E0,-4.979499280E-1,-1.315721512E0
1.350780487E1,-1.598397970E0,2.241961658E-1,-1.336231589E0
1.351780587E1,-1.499770999E0,9.937615991E-1,-1.324142694E0
1.352780787E1,-1.371403694E0,1.721075296E0,-1.308160663E0
1.353780887E1,-1.193355680E0,2.315526724E0,-1.320700765E0
1.354780987E1,-1.010412216E0,2.786426306E0,-1.375416756E0
1.355781087E1,-9.391455054E-1,3.011894464E0,-1.497164249E0
1.356781287E1,-9.296715260E-1,3.221117496E0,-1.693439722E0
1.357781387E1,-1.000406146E0,3.332886934E0,-1.926244497E0
1.358781487E1,-1.122631669E0,3.338022232E0,-2.111991167E0
1.359781687E1,-1.198918462E0,3.078237057E0,-2.170437813E0
1.360781787E1,-1.176624298E0,2.475588799E0,-2.090880632E0
1.361781887E1,-1.085406065E0,1.733086705E0,-2.006021023E0
1.362781987E1,-9.270386100E-1,8.443924785E-1,-1.984780073E0
1.363782187E1,-7.310858965E-1,1.826903224E-2,-1.994703531E0
1.364782287E1,-6.056018472E-1,-8.107292652E-1,-1.921832204E0
1.365782387E1,-5.924817920E-1,-1.528016329E0,-1.780087113E0
1.366782487E1,-6.316279769E-1,-2.162656069E0,-1.644860625E0
1.367782687E1,-7.077525258E-1,-2.678400517E0,-1.538112044E0
1.368782787E1,-8.349972963E-1,-3.059572220E0,-1.446787477E0
1.369782887E1,-1.013431191E0,-3.258414984E0,-1.355288744E0
1.370782987E1,-1.244164705E0,-3.194148779E0,-1.265241623E0
1.371783187E1,-1.492877603E0,-2.889280081E0,-1.176560760E0
1.372783287E1,-1.720176220E0,-2.387295008E0,-1.115126133E0
1.373783387E1,-1.862812638E0,-1.758068681E0,-1.101627946E0
1.374783487E1,-1.939252973E0,-1.034060478E0,-1.144468665E0
1.375783687E1,-1.975963354E0,-3.059172332E-1,-1.238330483E0
1.376783787E1,-1.990500689E0,3.755566180E-1,-1.385872245E0
1.377783887E1,-1.997692585E0,9.473572373E-1,-1.583330154E0
1.378783987E1,-1.979819655E0,1.373363972E0,-1.799713731E0
1.379784187E1,-1.913915753E0,1.596640944E0,-1.989947796E0
1.380784287E1,-1.788741350E0,1.594408751E0,-2.157246351E0
1.381784387E1,-1.589856744E0,1.371279240E0,-2.298864365E0
1.382784487E1,-1.321502924E0,1.088901520E0,-2.515163183E0
1.383784687E1,-1.110888720E0,6.464716792E-1,-2.727221012E0
1.384784787E1,-9.985132813E-1,3.240357935E-1,-2.776779652E0
1.385784887E1,-9.712789655E-1,2.300299704E-1,-2.789936066E0
1.386784987E1,-1.022404432E0,2.435301691E-1,-2.755931377E0
1.387785187E1,-1.056980014E0,2.198621333E-1,-2.683249235E0
1.388785287E1,-1.077928305E0,1.746757030E-1,-2.534431219E0
1.389785387E1,-1.035219669E0,4.060499370E-2,-2.357857466E0
1.390785487E1,-9.724655747E-1,-1.351987571E-1,-2.200025320E0
1.391785687E1,-1.033638716E0,-4.317731857E-1,-2.077778101E0
1.392785787E1,-1.229346037E0,-8.745366335E-1,-1.943405271E0
1.393785887E1,-1.404070258E0,-1.378394246E0,-1.734200358E0
1.394785987E1,-1.440791607E0,-1.929715276E0,-1.457106113E0
1.395786187E1,-1.361181736E0,-2.476360083E0,-1.180693984E0
1.396786287E1,-1.253137946E0,-2.980304241E0,-9.757369757E-1
1.397786387E1,-1.138552070E0,-3.354511976E0,-8.711559772E-1
1.398786488E1,-1.040252686E0,-3.492753267E0,-8.243381977E-1
1.399786687E1,-9.692448378E-1,-3.368537903E0,-7.855846882E-1
1.400786787E1,-9.492700696E-1,-3.051511526E0,-7.127482891E-1
1.401786887E1,-9.998232722E-1,-2.641339064E0,-5.930544138E-1
1.402786987E1,-1.111180782E0,-2.237884760E0,-4.606161416E-1
1.403787187E1,-1.228899956E0,-1.914861679E0,-3.752317429E-1
1.404787288E1,-1.299346685E0,-1.693168044E0,-3.583721519E-1
1.405787387E1,-1.280730367E0,-1.501913667E0,-3.951469660E-1
1.406787487E1,-1.180960417E0,-1.217651486E0,-4.485503435E-1
1.407787687E1,-1.037341475E0,-7.912726998E-1,-5.061598420E-1
1.408787787E1,-8.949502110E-1,-2.702749074E-1,-5.588425398E-1
1.409787950E1,-7.940502763E-1,2.236328125E-1,-5.644754171E-1
1.410788150E1,-7.380477786E-1,5.755141377E-1,-5.004236698E-1
1.411788250E1,-7.081993222E-1,7.262383699E-1,-3.823410273E-1
1.412788350E1,-6.703515649E-1,7.126142979E-1,-2.647390664E-1
1.413788450E1,-6.231886148E-1,5.406696796E-1,-1.549907178E-1
1.414788650E1,-5.642537475E-1,2.860300243E-1,-8.355765790E-2
1.415788750E1,-5.084349513E-1,7.894274779E-3,-2.574017271E-2
1.416788850E1,-4.804914892E-1,-2.523685694E-1,5.735761672E-2
1.417788950E1,-4.745491743E-1,-4.645314515E-1,1.889247000E-1
1.418789150E1,-4.742858112E-1,-6.454313397E-1,3.508155644E-1
1.419789250E1,-4.571217299E-1,-8.035176396E-1,5.102177262E-1
1.420789350E1,-3.958254755E-1,-9.314871430E-1,6.340429187E-1
1.421789450E1,-3.065091670E-1,-1.016776204E0,7.305172682E-1
1.422789650E1,-2.108536214E-1,-1.028053880E0,7.967360616E-1
1.423789750E1,-9.068539739E-2,-9.207741022E-1,8.288487196E-1
1.424789850E1,6.010936946E-2,-6.579394937E-1,8.286398649E-1
1.425789950E1,1.935039163E-1,-2.654987872E-1,7.990636230E-1
1.426790150E1,2.856855690E-1,1.988436133E-1,7.605513930E-1
1.427790250E1,3.698014915E-1,6.869392395E-1,7.324470878E-1
1.428790350E1,4.295548499E-1,1.076071382E0,7.369861603E-1
1.429790450E1,4.321578145E-1,1.236738801E0,7.928270698E-1
1.430790650E1,3.766646683E-1,1.132041693E0,8.812231421E-1
1.431790750E1,2.909867764E-1,8.803501129E-1,9.592157006E-1
1.432790850E1,2.347482592E-1,6.176784039E-1,9.656928182E-1
1.433790950E1,2.417880595E-1,4.288712144E-1,8.995335102E-1
1.434791150E1,3.154456019E-1,3.224214613E-1,8.343524933E-1
1.435791250E1,4.094093740E-1,2.489190102E-1,8.338918090E-1
1.436791350E1,5.130432844E-1,1.464953572E-1,9.106138945E-1
1.437791450E1,6.221870780E-1,-6.368691474E-2,1.010239363E0
1.438791650E1,7.005647421E-1,-3.159874082E-1,1.073510885E0
1.439791750E1,7.452659011E-1,-6.038575172E-1,1.104505539E0
1.440791850E1,7.646269798E-1,-8.672633767E-1,1.077712774E0
1.441792050E1,7.567251325E-1,-1.074536681E0,9.934256077E-1
1.442792150E1,7.262089849E-1,-1.190876365E0,8.720224500E-1
1.443792250E1,6.650612354E-1,-1.205521822E0,7.081182003E-1
1.444792350E1,5.673210621E-1,-1.101222873E0,5.215879679E-1
1.445792550E1,4.152289927E-1,-8.648510575E-1,3.680788577E-1
1.446792650E1,2.296231240E-1,-5.059148073E-1,2.595498860E-1
1.447792750E1,4.373395070E-2,-9.229897708E-2,1.921138465E-1
1.448792850E1,-1.052880958E-1,3.077432811E-1,1.479660273E-1
1.449793050E1,-1.926496178E-1,6.307762265E-1,8.088634163E-2
1.450793150E1,-2.368827462E-1,8.653791547E-1,-2.303858846E-2
1.451793250E1,-2.935753167E-1,1.050251007E0,-1.420605928E-1
1.452793350E1,-3.638712764E-1,1.213242412E0,-2.764519155E-1
1.453793550E1,-4.513566792E-1,1.340215445E0,-4.017555118E-1
1.454793650E1,-5.497324467E-1,1.433914900E0,-4.967128932E-1
1.455793750E1,-6.329386830E-1,1.490830183E0,-5.515266061E-1
1.456793850E1,-6.600623727E-1,1.501626253E0,-5.781241059E-1
1.457794050E1,-6.238934994E-1,1.458110213E0,-6.013386250E-1
1.458794150E1,-5.523449183E-1,1.366648436E0,-6.300327182E-1
1.459794250E1,-5.121189356E-1,1.264146805E0,-6.495406032E-1
1.460794350E1,-5.421857834E-1,1.179802775E0,-6.621311307E-1
1.461794550E1,-6.236766577E-1,1.097287655E0,-6.577382088E-1
1.462794650E1,-7.364220023E-1,1.042873383E0,-6.196790934E-1
1.463794750E1,-8.217302561E-1,8.159936070E-1,-5.822933912E-1
1.464794950E1,-9.157747626E-1,6.345115304E-1,-5.699691176E-1
1.465795050E1,-9.757019877E-1,3.339253664E-1,-5.781838894E-1
1.466795150E1,-1.044344306E0,5.559101328E-2,-6.123401523E-1
1.467795250E1,-1.089179635E0,-2.616497874E-1,-6.771071553E-1
1.468795450E1,-1.127978325E0,-5.085774064E-1,-7.874398828E-1
1.469795550E1,-1.100417256E0,-6.200274825E-1,-9.286060333E-1
1.470795650E1,-1.095169783E0,-6.234914064E-1,-1.204712152E0
1.471795750E1,-1.114566088E0,-5.779367089E-1,-1.495888352E0
1.472795950E1,-1.215310216E0,-5.657064319E-1,-1.593652129E0
1.473796050E1,-1.295670033E0,-4.751706719E-1,-1.421073437E0
1.474796150E1,-1.240706563E0,-4.480274320E-1,-1.152848125E0
1.475796250E1,-1.094809055E0,-5.110908151E-1,-9.657354951E-1
1.476796450E1,-9.355546236E-1,-6.104324460E-1,-9.049067497E-1
1.477796550E1,-7.726533413E-1,-7.719145417E-1,-9.114011526E-1
1.478796650E1,-6.059904099E-1,-9.799908400E-1,-9.220991135E-1
1.479796750E1,-4.653859138E-1,-1.219932079E0,-9.330825210E-1
1.480796950E1,-3.770547509E-1,-1.450544715E0,-9.344682097E-1
1.481797050E1,-3.173759878E-1,-1.552858829E0,-9.183393121E-1
1.482797150E1,-3.422068954E-1,-1.676594615E0,-8.499478698E-1
1.483797350E1,-3.857357204E-1,-1.647453189E0,-7.317863703E-1
1.484797450E1,-4.200938046E-1,-1.587131381E0,-5.945721269E-1
1.485797550E1,-3.999198377E-1,-1.518736959E0,-4.912803471E-1
1.486797650E1,-3.387496173E-1,-1.438077688E0,-4.529305100E-1
1.487797850E1,-2.630841434E-1,-1.326596618E0,-4.742096663E-1
1.488797950E1,-1.922051460E-1,-1.192431569E0,-5.241141319E-1
1.489798050E1,-1.309774667E-1,-1.042611241E0,-5.594438910E-1
1.490798150E1,-7.100994885E-2,-8.613528013E-1,-5.775244832E-1
1.491798350E1,-4.553148150E-2,-6.928133368E-1,-5.939857364E-1
1.492798450E1,-7.692635804E-2,-5.670990348E-1,-5.738458037E-1
1.493798550E1,-1.152359322E-1,-5.291873217E-1,-5.039175749E-1
1.494798650E1,-1.018526107E-1,-5.702634454E-1,-4.272013903E-1
1.495798850E1,-3.183730692E-2,-6.498286128E-1,-3.905275464E-1
1.496798950E1,6.097933650E-2,-7.538194060E-1,-4.092946947E-1
1.497799050E1,1.384160817E-1,-8.372245431E-1,-4.530222118E-1
1.498799150E1,1.890273392E-1,-8.581238985E-1,-4.673723578E-1
1.499799350E1,2.139699757E-1,-8.226013184E-1,-4.383026361E-1
1.500799450E1,2.216813862E-1,-7.741023302E-1,-3.623442352E-1
1.501799550E1,2.136887014E-1,-7.716122866E-1,-2.612570524E-1
1.502799750E1,2.173088491E-1,-8.377220631E-1,-1.659309268E-1
1.503799850E1,2.516569495E-1,-9.583182335E-1,-1.142621487E-1
1.504799950E1,3.191354573E-1,-1.107219338E0,-1.150442213E-1
1.505800050E1,4.066234827E-1,-1.203246951E0,-1.541900188E-1
1.506800250E1,4.684325755E-1,-1.200900435E0,-1.914097518E-1
1.507800350E1,5.168182254E-1,-1.105507612E0,-2.016972750E-1
1.508800450E1,5.888280272E-1,-9.864770174E-1,-1.957959086E-1
1.509800550E1,6.513739824E-1,-8.805924058E-1,-1.804936528E-1
1.510800700E1,6.867151856E-1,-8.075991869E-1,-1.588368267E-1
1.511800800E1,7.020648718E-1,-7.685340643E-1,-1.163649932E-1
1.512800900E1,7.537323833E-1,-7.063717842E-1,-5.404480919E-2
1.513801000E1,8.154996037E-1,-6.191042662E-1,4.297593608E-3
1.514801200E1,8.245773911E-1,-5.473671556E-1,5.475392565E-2
1.515801300E1,8.154086471E-1,-4.535511732E-1,1.142566726E-1
1.516801400E1,8.230807185E-1,-3.479699194E-1,1.714829952E-1
1.517801600E1,8.561640978E-1,-2.328188419E-1,2.163359523E-1
1.518801700E1,8.910143375E-1,-1.402789652E-1,2.479189932E-1
1.519801800E1,9.345013499E-1,-1.180588827E-1,2.640977204E-1
1.520801900E1,9.713011384E-1,-1.504491717E-1,2.688425481E-1
1.521802100E1,9.797194004E-1,-2.075060606E-1,2.628307343E-1
1.522802200E1,9.831213951E-1,-2.078313529E-1,2.560938597E-1
1.523802300E1,9.737263322E-1,-1.556376666E-1,2.533771694E-1
1.524802400E1,9.499496222E-1,-9.111990035E-2,2.747583985E-1
1.525802600E1,9.344865084E-1,-3.692004830E-2,3.178243935E-1
1.526802700E1,9.387459755E-1,-2.408680879E-2,3.813538253E-1
1.527802800E1,9.467224479E-1,-1.069350541E-2,4.463714361E-1
1.528802900E1,9.547170401E-1,-9.052447043E-3,5.043653250E-1
1.529803100E1,9.610772133E-1,-2.105398290E-2,5.573976636E-1
1.530803200E1,9.801100492E-1,-6.003262848E-2,6.043998003E-1
1.531803300E1,1.020684123E0,-1.345875561E-1,6.515361667E-1
1.532803500E1,1.065617085E0,-2.311569601E-1,7.048887610E-1
1.533803600E1,1.100017905E0,-3.366663158E-1,7.606527209E-1
1.534803700E1,1.115013242E0,-4.101198614E-1,8.228924274E-1
1.535803800E1,1.153360128E0,-5.254981518E-1,9.091075063E-1
1.536804000E1,1.201961517E0,-5.674452186E-1,9.885451198E-1
1.537804100E1,1.246270180E0,-6.102811098E-1,1.076770425E0
1.538804200E1,1.298336506E0,-6.528236270E-1,1.180556893E0
1.539804300E1,1.342983365E0,-6.664318442E-1,1.268353820E0
1.540804500E1,1.354111791E0,-6.942871213E-1,1.354083776E0
1.541804600E1,1.341011405E0,-7.077174783E-1,1.455068469E0
1.542804700E1,1.294992328E0,-7.411611676E-1,1.578017592E0
1.543804800E1,1.256081939E0,-7.565363646E-1,1.703492165E0
1.544805000E1,1.244020820E0,-7.450653911E-1,1.820440531E0
1.545805100E1,1.256869435E0,-7.074216008E-1,1.917021036E0
1.546805200E1,1.257418513E0,-7.038605809E-1,2.024106026E0
1.547805400E1,1.275980711E0,-6.341848373E-1,2.177042246E0
1.548805500E1,1.298511267E0,-6.875383258E-1,2.395085812E0
1.549805600E1,1.287985921E0,-7.028259635E-1,2.615338564E0
1.550805700E1,1.253201008E0,-6.928682923E-1,2.802956820E0
1.551805900E1,1.232342839E0,-6.996577382E-1,2.960710287E0
1.552806000E1,1.192354083E0,-7.010663152E-1,3.083522558E0
1.553806100E1,1.230074883E0,-7.954130769E-1,3.217576981E0
1.554806200E1,1.264542580E0,-8.255810142E-1,3.360623121E0
1.555806400E1,1.305333614E0,-8.386254311E-1,3.532454252E0
1.556806500E1,1.333541274E0,-7.588991523E-1,3.695829153E0
1.557806600E1,1.249683857E0,-6.147864461E-1,3.790878057E0
1.558806700E1,1.062174439E0,-3.397583961E-1,3.757441521E0
1.559806900E1,8.287707567E-1,2.496762760E-2,3.619313240E0
1.560807000E1,5.609363914E-1,4.979373813E-1,3.436176538E0
1.561807100E1,3.247725666E-1,9.327852130E-1,3.278563976E0
1.562807300E1,1.239223778E-1,1.334812999E0,3.196319103E0
1.563807400E1,1.903789118E-3,1.625084758E0,3.182432175E0
1.564807500E1,-7.624077052E-2,1.860803723E0,3.198271513E0
1.565807600E1,-1.036886349E-1,1.972680449E0,3.208310604E0
1.566807800E1,-1.210070476E-1,1.880910397E0,3.179631472E0
1.567807900E1,-1.347843707E-1,1.576837420E0,3.091317654E0
1.568808000E1,-1.033857465E-1,1.016174316E0,2.975119829E0
1.569808100E1,2.682897821E-2,3.046631515E-1,2.889627457E0
1.570808300E1,2.501634061E-1,-3.274485171E-1,2.855745554E0
1.571808400E1,5.751681328E-1,-7.952647805E-1,2.880346775E0
1.572808500E1,9.595865011E-1,-1.128458619E0,2.909434557E0
1.573808700E1,1.347023964E0,-1.350424886E0,2.900223255E0
1.574808800E1,1.715374470E0,-1.485358477E0,2.798825026E0
1.575808900E1,2.033962965E0,-1.560286522E0,2.591553211E0
1.576809000E1,2.276763678E0,-1.590761304E0,2.296205282E0
1.577809200E1,2.423909903E0,-1.423468232E0,1.954982638E0
1.578809300E1,2.483467579E0,-1.123642206E0,1.648803353E0
1.579809400E1,2.442890167E0,-9.205251932E-1,1.397128582E0
1.580809500E1,2.400789261E0,-5.656661391E-1,1.193713784E0
1.581809700E1,2.374984026E0,-2.229503244E-1,1.007472992E0
1.582809800E1,2.394243479E0,4.591304809E-2,8.123952746E-1
1.583809900E1,2.464175463E0,2.631303072E-1,6.201952100E-1
1.584810100E1,2.605008364E0,4.229329526E-1,4.484385252E-1
1.585810200E1,2.765811682E0,4.605969787E-1,3.087562621E-1
1.586810300E1,3.000821114E0,2.965659797E-1,1.878231764E-1
1.587810400E1,3.283054829E0,-5.122634768E-2,9.194936603E-2
1.588810600E1,3.605821609E0,-3.314196765E-1,-1.706054248E-2
1.589810700E1,3.862684011E0,-8.246227503E-1,-1.103587970E-1
1.590810800E1,4.086047173E0,-1.177062750E0,-1.605816633E-1
1.591810900E1,4.227521420E0,-1.382114172E0,-1.638243347E-1
1.592811100E1,4.306636810E0,-1.596049547E0,-1.538054347E-1
1.593811200E1,4.342038155E0,-1.768214583E0,-1.592619866E-1
1.594811300E1,4.375396252E0,-1.959072590E0,-1.948834062E-1
1.595811400E1,4.413153648E0,-2.049394608E0,-2.633064091E-1
1.596811600E1,4.437442303E0,-1.984768867E0,-3.670059443E-1
1.597811700E1,4.405835152E0,-1.808729887E0,-4.786810875E-1
1.598811800E1,4.283270359E0,-1.591604829E0,-5.190889239E-1
1.599812000E1,4.077579021E0,-1.393960357E0,-4.317449927E-1
1.600812100E1,3.828529596E0,-1.197567582E0,-2.498298585E-1
1.601812200E1,3.597638607E0,-9.130648971E-1,-6.859029830E-2
1.602812300E1,3.403393745E0,-4.825761616E-1,-4.448277410E-3
1.603812500E1,3.255064726E0,-1.625270117E-3,-1.117422432E-1
1.604812600E1,3.146122217E0,3.594547808E-1,-3.156108558E-1
1.605812700E1,3.061433554E0,5.402711630E-1,-5.140554905E-1
1.606812800E1,2.981596708E0,5.697673559E-1,-6.262842417E-1
1.607813000E1,2.897653341E0,4.906877577E-1,-6.212362647E-1
1.608813100E1,2.818532228E0,3.135321438E-1,-4.890679121E-1
1.609813200E1,2.740884066E0,1.436243504E-1,-3.001720309E-1
1.610813450E1,2.662219048E0,8.379092813E-2,-1.468700469E-1
1.611813550E1,2.625633240E0,7.728642225E-2,-7.297451794E-2
1.612813650E1,2.608061552E0,-2.434396185E-2,-5.743195117E-2
1.613813750E1,2.561493158E0,-2.183640301E-1,-7.172833383E-2
1.614813950E1,2.482401371E0,-3.841831088E-1,-9.667162597E-2
1.615814050E1,2.409543753E0,-4.738735855E-1,-1.210616529E-1
1.616814150E1,2.368560314E0,-5.118965507E-1,-1.082436666E-1
1.617814250E1,2.343013287E0,-5.118853450E-1,-7.066540420E-2
1.618814450E1,2.349070549E0,-5.417380929E-1,-1.948502474E-2
1.619814550E1,2.370012999E0,-6.361212730E-1,5.146691203E-2
1.620814650E1,2.410334110E0,-7.044086456E-1,1.168031916E-1
1.621814850E1,2.448096752E0,-6.366993785E-1,1.201995239E-1
1.622814950E1,2.482980251E0,-4.281110764E-1,5.368666723E-3
1.623815050E1,2.531021595E0,-2.140022516E-1,-2.046998739E-1
1.624815150E1,2.598927021E0,-4.273648933E-2,-4.352870286E-1
1.625815350E1,2.750721931E0,8.048478514E-2,-6.291555762E-1
1.626815450E1,2.985416174E0,9.242235124E-2,-6.995820999E-1
1.627815550E1,3.144785404E0,4.334535450E-2,-6.323641539E-1
1.628815650E1,3.248263836E0,-1.571616083E-1,-4.722816646E-1
1.629815850E1,3.286863804E0,-3.434582353E-1,-2.817063928E-1
1.630815950E1,3.290065289E0,-4.432534277E-1,-1.482874453E-1
1.631816050E1,3.290794134E0,-5.181055665E-1,-1.061152145E-1
1.632816250E1,3.312374592E0,-6.789705753E-1,-1.064430550E-1
1.633816350E1,3.344303846E0,-8.918205500E-1,-6.991539896E-2
1.634816450E1,3.392776489E0,-1.088096738E0,-2.226986736E-2
1.635816550E1,3.453331232E0,-1.278881311E0,-9.217183106E-3
1.636816750E1,3.479135036E0,-1.414724350E0,-2.027098276E-2
1.637816850E1,3.464375019E0,-1.494778156E0,-1.684748940E-2
1.638816950E1,3.322919369E0,-1.501523733E0,1.936294138E-4
1.639817050E1,3.102476835E0,-1.359938025E0,-2.406590432E-2
1.640817250E1,2.802423239E0,-1.064545035E0,-1.301302165E-1
1.641817350E1,2.540904284E0,-7.959699035E-1,-3.085569739E-1
