"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.489268667E0,-3.190615082E0,2.706521759E0,-2.596201172E0,4.923976559E0
9.499269667E0,-4.205803986E0,2.448458405E0,-2.751278687E0,5.590462426E0
9.509270667E0,-5.039270782E0,2.344724121E0,-2.942431183E0,6.288869731E0
9.519271667E0,-5.556744690E0,2.095642090E0,-3.125949554E0,6.711235947E0
9.529272667E0,-5.672154694E0,1.806892548E0,-3.210224304E0,6.763411834E0
9.539273667E0,-5.603297882E0,1.383722534E0,-3.344794464E0,6.670778456E0
9.549274667E0,-5.515430603E0,8.875044250E-1,-3.213966522E0,6.444937521E0
9.559276667E0,-5.885161743E0,3.806584167E-1,-2.698737946E0,6.485616090E0
9.569277667E0,-6.911726990E0,5.852828979E-2,-2.167342987E0,7.243809161E0
9.579278667E0,-8.421786804E0,1.736389160E-2,-1.700763245E0,8.591821116E0
9.589279667E0,-1.017284546E1,2.692900085E-1,-1.551822968E0,1.029404956E1
9.599280667E0,-1.194111832E1,7.264393616E-1,-1.934277649E0,1.211855812E1
9.609281667E0,-1.320868240E1,8.437953186E-1,-1.941163330E0,1.337719688E1
9.619282667E0,-1.315883606E1,7.509883118E-1,-1.708097992E0,1.329046834E1
9.629283667E0,-1.211101501E1,2.914439392E-1,-1.684447174E0,1.223106645E1
9.639284667E0,-1.109417953E1,-2.642005920E-1,-1.892664185E0,1.125756631E1
9.649285667E0,-1.078342575E1,-3.945794678E-1,-2.565964050E0,1.109153440E1
9.659287667E0,-1.159683426E1,-5.718109131E-2,-3.291954346E0,1.205515649E1
9.669288667E0,-1.262280075E1,5.436694336E-1,-3.957470398E0,1.323979785E1
9.679289667E0,-1.304597076E1,6.650669861E-1,-4.709057465E0,1.388578012E1
9.689290667E0,-1.286514679E1,-9.535171509E-2,-5.459746399E0,1.397604825E1
9.699291667E0,-1.224124420E1,-1.137334900E0,-6.596033478E0,1.395167545E1
9.709292667E0,-1.156824371E1,-2.089055786E0,-7.222929840E0,1.379706969E1
9.719293667E0,-1.098894836E1,-2.778072968E0,-7.242688751E0,1.345106746E1
9.729294667E0,-1.071082672E1,-3.056493988E0,-7.399113464E0,1.337201722E1
9.739295667E0,-1.098685272E1,-2.869981842E0,-7.566016388E0,1.364523113E1
9.749296667E0,-1.190070236E1,-2.518063660E0,-7.595804443E0,1.434097648E1
9.759297667E0,-1.259870087E1,-2.225422211E0,-7.497309265E0,1.482866864E1
9.769299667E0,-1.263866776E1,-2.295027466E0,-7.255711670E0,1.475291244E1
9.779300667E0,-1.244242584E1,-2.748135223E0,-6.800657959E0,1.444351608E1
9.789301667E0,-1.192091034E1,-3.197351074E0,-6.057303772E0,1.374853033E1
9.799302667E0,-1.126916565E1,-3.692671051E0,-5.515879669E0,1.307879362E1
9.809303667E0,-1.076261902E1,-4.066593475E0,-5.399272156E0,1.270918134E1
9.819304667E0,-1.043360321E1,-4.219725037E0,-5.171894989E0,1.238606689E1
9.829305667E0,-1.034708313E1,-4.289180603E0,-5.908962250E0,1.266392650E1
9.839306667E0,-9.975555725E0,-4.364324341E0,-6.372847595E0,1.261634755E1
9.849307667E0,-9.601633301E0,-4.668491821E0,-6.696773987E0,1.260289490E1
9.859308667E0,-9.115743713E0,-4.833897858E0,-6.919211426E0,1.242331834E1
9.869310667E0,-8.587043152E0,-4.800068207E0,-6.729705505E0,1.191918206E1
9.879311667E0,-8.497978363E0,-4.547693024E0,-6.727160797E0,1.175380111E1
9.889312667E0,-8.804241486E0,-4.267326050E0,-6.167324982E0,1.156549338E1
9.899313667E0,-9.131311340E0,-3.912114716E0,-5.492827606E0,1.135150402E1
9.909314667E0,-9.153614960E0,-3.865262146E0,-4.945565643E0,1.109898814E1
9.919315667E0,-9.052575073E0,-4.137994995E0,-4.492008820E0,1.092017680E1
9.929316667E0,-8.760532379E0,-4.552932129E0,-4.145180054E0,1.070787730E1
9.939317667E0,-8.248896332E0,-5.287754059E0,-3.996988220E0,1.058208621E1
9.949318667E0,-7.712861023E0,-6.135890350E0,-4.079915771E0,1.066691559E1
9.959319667E0,-7.215894470E0,-7.144193573E0,-4.119134216E0,1.095791502E1
9.969321667E0,-6.853947144E0,-7.567812653E0,-4.381388855E0,1.111057821E1
9.979322667E0,-6.541247406E0,-7.680827637E0,-4.283791809E0,1.096056126E1
9.989323667E0,-6.184389496E0,-7.266638947E0,-3.658092957E0,1.021921519E1
9.999324667E0,-6.132746887E0,-6.594686279E0,-3.297492828E0,9.590303982E0
1.000932567E1,-6.234235840E0,-6.021378479E0,-3.120560760E0,9.211981044E0
1.001932667E1,-6.108048248E0,-6.014941864E0,-2.985990601E0,9.077660431E0
1.002932767E1,-5.896687775E0,-6.561006317E0,-2.762056274E0,9.243737635E0
1.003932867E1,-5.708978119E0,-7.477400665E0,-2.718945923E0,9.792681900E0
1.004932967E1,-5.484295349E0,-8.724756775E0,-2.415227509E0,1.058452645E1
1.005933067E1,-5.284909973E0,-9.362430725E0,-2.518961792E0,1.104221676E1
1.006933267E1,-4.992268524E0,-9.873168640E0,-2.706372070E0,1.138976092E1
1.007933367E1,-4.905449066E0,-9.711804199E0,-2.740501099E0,1.122020132E1
1.008933467E1,-5.030289459E0,-9.449100494E0,-2.611319733E0,1.101854359E1
1.009933567E1,-5.102589111E0,-8.892707520E0,-2.485581207E0,1.054963396E1
1.010933667E1,-5.047353973E0,-8.575217743E0,-2.299667816E0,1.021266927E1
1.011933767E1,-4.973707123E0,-8.542435913E0,-1.944306793E0,1.007428919E1
1.012933867E1,-5.083279266E0,-8.673712921E0,-1.629960480E0,1.018478253E1
1.013933967E1,-5.350773010E0,-8.902287598E0,-1.235231323E0,1.045979410E1
1.014934067E1,-5.826034698E0,-9.326355743E0,-9.207353210E-1,1.103500545E1
1.015934167E1,-6.068979492E0,-9.911039886E0,-7.767347717E-1,1.164751221E1
1.016934367E1,-6.552174683E0,-1.065304688E1,-7.527845764E-1,1.252936892E1
1.017934467E1,-6.585106201E0,-1.146600632E1,-4.174818420E-1,1.322902928E1
1.018934567E1,-6.309379578E0,-1.220531891E1,-4.384382629E-1,1.374664717E1
1.019934667E1,-6.157445526E0,-1.268207748E1,4.640350342E-3,1.409784545E1
1.020934767E1,-6.558311920E0,-1.307171722E1,5.568420410E-2,1.462478537E1
1.021934867E1,-6.932982788E0,-1.361568604E1,2.806663513E-1,1.528175154E1
1.022934967E1,-7.035369873E0,-1.380983231E1,2.634521484E-1,1.550088077E1
1.023935067E1,-6.972949677E0,-1.354727829E1,2.460882568E-1,1.523848207E1
1.024935167E1,-6.966513062E0,-1.276799881E1,4.049079895E-1,1.455053430E1
1.025935267E1,-6.932683411E0,-1.160357025E1,3.382965088E-1,1.352107194E1
1.026935367E1,-6.832242279E0,-1.076770844E1,4.191284180E-1,1.275926127E1
1.027935567E1,-6.914421387E0,-1.020248383E1,4.207749939E-1,1.233194838E1
1.028935667E1,-6.872059479E0,-9.981393585E0,4.686753845E-1,1.212736888E1
1.029935767E1,-6.784940643E0,-1.003258713E1,8.382568359E-1,1.214046533E1
1.030935867E1,-6.815477142E0,-1.019005966E1,1.091380463E0,1.230768686E1
1.031935967E1,-6.976093140E0,-1.023840912E1,8.985813904E-1,1.242168850E1
1.032936067E1,-7.058571625E0,-9.790241089E0,4.833448792E-1,1.207915048E1
1.033936167E1,-6.939718781E0,-8.855435028E0,3.832031250E-2,1.125077307E1
1.034936267E1,-6.899452515E0,-7.668702850E0,-3.757186890E-1,1.032243251E1
1.035936367E1,-6.766528931E0,-6.554270325E0,-7.069798279E-1,9.446914509E0
1.036936567E1,-6.605463867E0,-5.914051666E0,-9.232800293E-1,8.914067872E0
1.037936667E1,-6.400839386E0,-5.755531311E0,-9.544152832E-1,8.660704016E0
1.038936767E1,-6.214776306E0,-5.537734222E0,-9.777667236E-1,8.381287050E0
1.039936867E1,-6.055208130E0,-5.400469666E0,-9.954299927E-1,8.174441814E0
1.040936967E1,-5.908213806E0,-5.392386475E0,-9.098080444E-1,8.050625625E0
1.041937067E1,-5.743107147E0,-5.496270447E0,-7.619155884E-1,7.985786367E0
1.042937167E1,-5.586832123E0,-5.722150726E0,-6.027964783E-1,8.019916814E0
1.043937267E1,-5.543123016E0,-5.820945282E0,-4.194277954E-1,8.048946293E0
1.044937367E1,-5.464237061E0,-5.603148193E0,-1.820214844E-1,7.828555943E0
1.045937467E1,-5.334756317E0,-5.103187866E0,5.538482666E-3,7.382559315E0
1.046937567E1,-5.340893555E0,-4.508923645E0,1.419049072E-1,6.991113888E0
1.047937808E1,-5.505551147E0,-4.091292114E0,3.647914124E-1,6.868976443E0
1.048937908E1,-5.777685242E0,-3.947441254E0,6.732998657E-1,7.029741952E0
1.049938008E1,-6.057154083E0,-4.019890594E0,8.737330627E-1,7.322024682E0
1.050938108E1,-6.264323273E0,-4.389621735E0,1.119372253E0,7.730686857E0
1.051938208E1,-6.245612183E0,-4.944517822E0,1.492995300E0,8.104626025E0
1.052938308E1,-6.104605408E0,-5.556744690E0,1.875599670E0,8.465311149E0
1.053938408E1,-6.032006378E0,-5.978567505E0,2.148482208E0,8.760385046E0
1.054938508E1,-6.184838562E0,-5.982908478E0,2.354304199E0,8.921332308E0
1.055938608E1,-6.464157715E0,-5.665568390E0,2.494263153E0,8.950159151E0
1.056938808E1,-6.759493561E0,-5.188360748E0,2.522554321E0,8.886682213E0
1.057938908E1,-7.013066254E0,-4.791236572E0,2.628384247E0,8.890863283E0
1.058939008E1,-7.217840424E0,-4.620292053E0,2.798131256E0,9.015201471E0
1.059939108E1,-7.406298523E0,-4.727768555E0,2.942880249E0,9.266369164E0
1.060939208E1,-7.453749847E0,-5.019811249E0,3.064876556E0,9.494754345E0
1.061939308E1,-7.459737396E0,-5.362149353E0,3.113226013E0,9.700129067E0
1.062939408E1,-7.438780975E0,-5.518723755E0,3.012635193E0,9.740007448E0
1.063939508E1,-7.289691010E0,-5.443430328E0,2.790048065E0,9.516033678E0
1.064939608E1,-7.024442596E0,-5.332810364E0,2.652035065E0,9.209503252E0
1.065939708E1,-6.935826874E0,-5.366640015E0,2.633473663E0,9.156511509E0
1.066939908E1,-7.188501434E0,-5.452112274E0,2.534828796E0,9.371522723E0
1.067940008E1,-7.539222107E0,-5.494174805E0,2.534529419E0,9.666936750E0
1.068940108E1,-7.897277527E0,-5.490582275E0,2.565664673E0,9.954703475E0
1.069940208E1,-8.282426605E0,-5.300926666E0,2.415077820E0,1.012575996E1
1.070940308E1,-8.612490234E0,-5.028343506E0,2.280807037E0,1.023041090E1
1.071940408E1,-8.773106232E0,-4.871918793E0,2.228715363E0,1.027959911E1
1.072940508E1,-8.720715179E0,-4.915627899E0,2.087109833E0,1.022596198E1
1.073940608E1,-8.539292450E0,-5.021906891E0,1.788780212E0,1.006671739E1
1.074940708E1,-8.319250031E0,-5.075345764E0,1.555116119E0,9.868507579E0
1.075940808E1,-8.433911591E0,-5.143154755E0,1.264570312E0,9.959018206E0
1.076941008E1,-8.867110748E0,-5.154531097E0,8.964857483E-1,1.029555878E1
1.077941108E1,-9.188492432E0,-5.121300201E0,6.873706055E-1,1.054175447E1
1.078941208E1,-9.491911469E0,-5.075495453E0,5.983058167E-1,1.078030646E1
1.079941308E1,-9.680519257E0,-5.007536774E0,4.472698975E-1,1.090815878E1
1.080941408E1,-9.564959564E0,-4.964875488E0,2.558180237E-1,1.077979049E1
1.081941508E1,-9.345815277E0,-5.054688721E0,3.906875610E-2,1.062523730E1
1.082941608E1,-9.129215698E0,-5.198988647E0,-1.546284485E-1,1.050694876E1
1.083941708E1,-8.852740631E0,-5.351072388E0,-3.812571716E-1,1.035134529E1
1.084941808E1,-8.670270081E0,-5.497018890E0,-6.493496704E-1,1.028651812E1
1.085942008E1,-8.639583893E0,-5.489235077E0,-8.728349304E-1,1.027306928E1
1.086942108E1,-8.773555298E0,-5.340145111E0,-1.041085052E0,1.032357886E1
1.087942208E1,-8.944200439E0,-5.107528839E0,-1.077459412E0,1.035598818E1
1.088942308E1,-9.052575073E0,-4.831353149E0,-1.153950348E0,1.032582636E1
1.089942408E1,-9.072483673E0,-4.590054932E0,-1.293759613E0,1.024950624E1
1.090942508E1,-9.118737488E0,-4.409829712E0,-1.508562927E0,1.024078774E1
1.091942608E1,-9.293274536E0,-4.290827179E0,-1.753902740E0,1.038519736E1
1.092942708E1,-9.591155090E0,-4.163741455E0,-1.976639557E0,1.064115139E1
1.093942808E1,-9.867929535E0,-4.115391998E0,-2.194286957E0,1.091454900E1
1.094942908E1,-1.006776398E1,-4.136049042E0,-2.415227509E0,1.114899534E1
1.095943108E1,-1.019215530E1,-4.089944916E0,-2.618205414E0,1.128993706E1
1.096943208E1,-1.027807663E1,-3.994293823E0,-2.820734253E0,1.138199385E1
1.097943308E1,-1.038255936E1,-3.918102264E0,-3.062032471E0,1.151195496E1
1.098943408E1,-1.035307068E1,-3.797902222E0,-3.296295319E0,1.150980871E1
1.099943508E1,-1.027613068E1,-3.613485718E0,-3.521726532E0,1.144808711E1
1.100943608E1,-1.023945694E1,-3.375480652E0,-3.822900238E0,1.143918329E1
1.101943708E1,-1.025801834E1,-3.038082275E0,-4.257745972E0,1.151456838E1
1.102943808E1,-1.044108765E1,-2.691253510E0,-4.596341858E0,1.172115673E1
1.103943908E1,-1.066232758E1,-2.386487274E0,-4.716392212E0,1.190062630E1
1.104944108E1,-1.072100555E1,-2.242636414E0,-4.861141205E0,1.198332475E1
1.105944208E1,-1.055515045E1,-2.185605011E0,-5.133424988E0,1.193901681E1
1.106944308E1,-1.026595184E1,-2.161205750E0,-5.365592194E0,1.178346966E1
1.107944408E1,-9.893226929E0,-2.275867310E0,-5.465434570E0,1.152937492E1
1.108944508E1,-9.589807892E0,-2.309846649E0,-5.313051453E0,1.120394228E1
1.109944608E1,-9.498048706E0,-2.487078094E0,-5.258265381E0,1.113767666E1
1.110944708E1,-9.523495789E0,-2.543959808E0,-5.295837250E0,1.118993278E1
1.111944808E1,-9.446106720E0,-2.451901245E0,-5.503006439E0,1.120374186E1
1.112944908E1,-9.182804260E0,-2.406994629E0,-5.885610809E0,1.116950902E1
1.113945008E1,-8.769513702E0,-2.147733765E0,-6.105802917E0,1.089944770E1
1.114945208E1,-8.316705322E0,-1.896406403E0,-6.099965057E0,1.048682594E1
1.115945308E1,-7.799979858E0,-1.703607330E0,-6.082750854E0,1.003702255E1
1.116945408E1,-7.455097046E0,-1.617835693E0,-6.172115021E0,9.812791047E0
1.117945508E1,-7.290289764E0,-1.489851837E0,-6.326144714E0,9.766682666E0
1.118945608E1,-7.144043884E0,-1.221609650E0,-6.599176941E0,9.801980894E0
1.119945708E1,-7.027286682E0,-8.268804932E-1,-6.826703796E0,9.832109346E0
1.120945808E1,-7.103627930E0,-3.089575195E-1,-7.218439178E0,1.013226770E1
1.121945908E1,-7.510032806E0,2.746788025E-1,-7.622898102E0,1.070442043E1
1.122946008E1,-8.093519440E0,7.825726318E-1,-7.716154175E0,1.120966155E1
1.123946208E1,-8.601712646E0,1.106349335E0,-7.410040741E0,1.140711064E1
1.124946308E1,-9.080267487E0,1.229842529E0,-6.937174072E0,1.149296108E1
1.125946408E1,-9.541308746E0,1.150058441E0,-6.341862030E0,1.151427032E1
1.126946508E1,-1.024260040E1,1.084644470E0,-5.322182465E0,1.159365960E1
1.127946608E1,-1.085362976E1,6.319857788E-1,-3.606749725E0,1.145466405E1
1.128946708E1,-1.035441788E1,-1.862127686E-1,-2.620600433E0,1.068251803E1
1.129946808E1,-9.824220428E0,-7.750881958E-1,-2.313439178E0,1.012265131E1
1.130946908E1,-9.839189301E0,-8.355624390E-1,-1.530567169E0,9.992519529E0
1.131947008E1,-1.002959335E1,-8.551716614E-1,-1.220112762E0,1.013966156E1
1.132947108E1,-9.988728333E0,-8.719367981E-1,-1.456620941E0,1.013196487E1
1.133947308E1,-9.271120605E0,-5.752537537E-1,-2.145638123E0,9.533538541E0
1.134947408E1,-7.874375153E0,-1.456471252E-1,-3.205583954E0,8.503103293E0
1.135947508E1,-6.277196503E0,1.642085266E-1,-4.141737213E0,7.522243516E0
1.136947608E1,-4.843028870E0,4.567002869E-1,-4.855602722E0,6.873163870E0
1.137947708E1,-3.759132843E0,7.843688965E-1,-5.497767334E0,6.706098714E0
1.138947808E1,-3.041824493E0,1.046473846E0,-6.170169067E0,6.958361163E0
1.139947908E1,-2.640209656E0,1.163680115E0,-6.795718231E0,7.382861553E0
1.140948008E1,-2.511926422E0,1.289119263E0,-7.396119690E0,7.916703183E0
1.141948108E1,-2.546953583E0,1.400637360E0,-8.025860138E0,8.535993704E0
1.142948308E1,-2.564467163E0,1.733694763E0,-8.596922607E0,9.137246176E0
1.143948408E1,-2.506687317E0,2.101929016E0,-9.031768341E0,9.605957852E0
1.144948508E1,-2.435435486E0,2.397264862E0,-9.188492432E0,9.803398288E0
1.145948608E1,-2.574496307E0,2.727777557E0,-8.902137909E0,9.660065268E0
1.146948708E1,-3.097658386E0,2.918630676E0,-8.527916107E0,9.530962472E0
1.147948829E1,-3.778143311E0,3.025807800E0,-8.211025085E0,9.531569266E0
1.148948929E1,-4.550237732E0,3.180885315E0,-8.050409088E0,9.779150336E0
1.149949029E1,-5.405110016E0,3.295696564E0,-7.939938812E0,1.015477516E1
1.150949129E1,-6.307134247E0,3.264261932E0,-7.688761139E0,1.046672806E1
1.151949329E1,-7.218139801E0,3.155288544E0,-7.326364746E0,1.075792770E1
1.152949429E1,-7.994126129E0,3.035088501E0,-6.795119476E0,1.092206315E1
1.153949529E1,-8.492739258E0,2.868335266E0,-6.184389496E0,1.089039213E1
1.154949629E1,-8.686735840E0,2.705773315E0,-5.891149292E0,1.083910646E1
1.155949729E1,-8.574020233E0,2.652184753E0,-5.960155792E0,1.077364210E1
1.156949829E1,-8.331524506E0,2.630180511E0,-6.185137939E0,1.070458226E1
1.157949929E1,-8.181985474E0,2.553240509E0,-6.505022736E0,1.076007640E1
1.158950029E1,-8.147557068E0,2.450104980E0,-6.745722198E0,1.085773773E1
1.159950129E1,-8.197403412E0,2.409239960E0,-6.646478577E0,1.082485738E1
1.160950229E1,-8.227341156E0,2.513572998E0,-6.273603973E0,1.064731415E1
1.161950429E1,-8.196056213E0,2.660118256E0,-6.010451202E0,1.050605017E1
1.162950529E1,-8.148455200E0,2.852617950E0,-6.058351593E0,1.054696048E1
1.163950629E1,-7.963140564E0,3.014431458E0,-6.424340515E0,1.066632813E1
1.164950729E1,-7.540718994E0,3.117117920E0,-6.945556641E0,1.071539193E1
1.165950829E1,-6.986271973E0,3.157384186E0,-7.402256927E0,1.065694509E1
1.166950929E1,-6.464606781E0,3.087479553E0,-7.556885376E0,1.041298168E1
1.167951029E1,-6.124963074E0,2.844834137E0,-7.402556305E0,1.002028412E1
1.168951129E1,-5.999823303E0,2.572999420E0,-6.999294891E0,9.571224303E0
1.169951329E1,-5.939798126E0,2.389031982E0,-6.640940094E0,9.224465346E0
1.170951429E1,-5.851032715E0,2.330503693E0,-6.609954529E0,9.130023558E0
1.171951529E1,-5.754034424E0,2.422262878E0,-6.857539673E0,9.273732796E0
1.172951629E1,-5.571713562E0,2.567910004E0,-7.039261780E0,9.337524308E0
1.173951729E1,-5.313500519E0,2.632126465E0,-7.003935242E0,9.176954089E0
1.174951829E1,-5.054539032E0,2.565065918E0,-6.872807922E0,8.908614748E0
1.175951929E1,-4.816384277E0,2.410736847E0,-6.838080139E0,8.704513177E0
1.176952029E1,-4.647685089E0,2.262994080E0,-6.809040527E0,8.548985425E0
1.177952129E1,-4.639751587E0,2.213596802E0,-7.048243103E0,8.723820059E0
1.178952229E1,-4.956792297E0,2.414479065E0,-7.437134399E0,9.257994767E0
1.179952429E1,-5.600304108E0,2.705773315E0,-7.678731995E0,9.881677002E0
1.180952529E1,-6.307882690E0,2.865790558E0,-7.737260284E0,1.038592010E1
1.181952629E1,-6.896309052E0,2.856360168E0,-7.820786591E0,1.081122448E1
1.182952729E1,-7.252119141E0,2.756068726E0,-7.984546051E0,1.113292965E1
1.183952829E1,-7.458390198E0,2.597847748E0,-8.194858704E0,1.138121727E1
1.184952929E1,-7.494465179E0,2.451152802E0,-8.424930267E0,1.153926377E1
1.185953029E1,-7.537425842E0,2.308499451E0,-8.425229645E0,1.153804371E1
1.186953129E1,-7.762857056E0,2.196532288E0,-8.216413879E0,1.151504063E1
1.187953229E1,-8.020621033E0,2.133213959E0,-7.980354767E0,1.151377548E1
1.188953429E1,-8.002059631E0,2.152074738E0,-7.566914520E0,1.122152304E1
1.189953529E1,-7.643704834E0,2.245181122E0,-7.034172363E0,1.062763580E1
1.190953629E1,-7.161258087E0,2.370769958E0,-6.709497528E0,1.009561908E1
1.191953729E1,-6.777456207E0,2.541115723E0,-6.494245148E0,9.724525788E0
1.192953829E1,-6.547833710E0,2.626737671E0,-6.279741211E0,9.445053031E0
1.193953929E1,-6.495442657E0,2.647245026E0,-6.156697083E0,9.332930971E0
1.194954029E1,-6.567442932E0,2.573298798E0,-6.012397156E0,9.268338197E0
1.195954129E1,-6.642137604E0,2.383792877E0,-5.869444427E0,9.178825541E0
1.196954329E1,-6.706952820E0,2.158511353E0,-5.886059875E0,9.180854440E0
1.197954429E1,-6.613547058E0,1.942360840E0,-5.900579681E0,9.073511498E0
1.198954529E1,-6.429130554E0,1.766177216E0,-5.966742096E0,8.947352283E0
1.199954629E1,-6.272855530E0,1.733844452E0,-6.088588715E0,8.912117909E0
1.200954729E1,-6.313421173E0,1.810335388E0,-6.170019379E0,9.011422766E0
1.201954829E1,-6.468798065E0,1.934427338E0,-6.154302063E0,9.135797251E0
1.202954929E1,-6.592890015E0,2.093247070E0,-6.092779999E0,9.217909207E0
1.203955029E1,-6.660399628E0,2.323019257E0,-6.058950348E0,9.298829012E0
1.204955129E1,-6.698420563E0,2.581831055E0,-6.137686615E0,9.444886797E0
1.205955229E1,-6.768923950E0,2.910846863E0,-6.229595490E0,9.648793752E0
1.206955429E1,-6.904541931E0,3.239712982E0,-6.373596039E0,9.939374525E0
1.207955529E1,-7.076833649E0,3.483406219E0,-6.456074524E0,1.019296775E1
1.208955629E1,-7.242239685E0,3.607198792E0,-6.434369659E0,1.033745770E1
1.209955729E1,-7.372019806E0,3.605402527E0,-6.315217438E0,1.035507483E1
1.210955829E1,-7.499554596E0,3.494034119E0,-6.256090393E0,1.037257251E1
1.211955929E1,-7.658374329E0,3.387156372E0,-6.386618958E0,1.053149692E1
1.212956029E1,-7.792046356E0,3.352877655E0,-6.607559509E0,1.075256331E1
1.213956129E1,-7.830666046E0,3.367846527E0,-6.726112976E0,1.085828332E1
1.214956329E1,-7.750881958E0,3.398233337E0,-6.694678345E0,1.079087017E1
1.215956429E1,-7.578141174E0,3.428620148E0,-6.672524414E0,1.066331289E1
1.216956529E1,-7.349416809E0,3.487896881E0,-6.782845001E0,1.059180525E1
1.217956629E1,-7.204218750E0,3.632496185E0,-6.931186523E0,1.063659452E1
1.218956729E1,-7.059170380E0,3.734883270E0,-7.137008514E0,1.071065498E1
1.219956829E1,-6.978637848E0,3.744313660E0,-7.202123108E0,1.070475821E1
1.220956929E1,-6.941515045E0,3.755690002E0,-7.203769684E0,1.068569774E1
1.221957029E1,-6.931934967E0,3.747756500E0,-7.076234894E0,1.059105762E1
1.222957129E1,-7.044500885E0,3.800297241E0,-6.920259247E0,1.058098483E1
1.223957329E1,-7.229665833E0,3.968996429E0,-6.748865662E0,1.065683764E1
1.224957429E1,-7.377109222E0,4.115841064E0,-6.563401337E0,1.069766915E1
1.225957529E1,-7.597900085E0,4.270319824E0,-6.487658844E0,1.086523973E1
1.226957629E1,-7.913294220E0,4.509522400E0,-6.456373901E0,1.116426360E1
1.227957729E1,-8.167615356E0,4.741839294E0,-6.317313080E0,1.136236881E1
1.228957829E1,-8.209378510E0,4.897216187E0,-6.177653503E0,1.138156513E1
1.229957929E1,-7.896229706E0,4.866230621E0,-6.087391205E0,1.109445698E1
1.230958029E1,-7.322772217E0,4.561763763E0,-6.002517700E0,1.051013322E1
1.231958129E1,-6.813830566E0,4.138743439E0,-5.992488556E0,9.973334614E0
1.232958329E1,-6.547833710E0,3.820654907E0,-6.107449493E0,9.735115281E0
1.233958429E1,-6.497388611E0,3.648512878E0,-6.198759613E0,9.692900790E0
1.234958529E1,-6.520740051E0,3.682941284E0,-6.309828644E0,9.792754711E0
1.235958629E1,-6.534212036E0,3.852538605E0,-6.594536591E0,1.005116379E1
1.236958729E1,-6.470444641E0,4.149371338E0,-7.009773102E0,1.040292532E1
1.237958829E1,-6.282435608E0,4.416266327E0,-7.274273071E0,1.057768662E1
1.238958929E1,-6.046825562E0,4.602928162E0,-7.399412842E0,1.060671285E1
1.239959029E1,-5.713468781E0,4.725223846E0,-7.456593933E0,1.051533447E1
1.240959129E1,-5.395380249E0,4.753515015E0,-7.338788910E0,1.027442727E1
1.241959329E1,-5.220693512E0,4.811444550E0,-7.196434937E0,1.010912040E1
1.242959429E1,-5.131928101E0,4.897066498E0,-6.945556641E0,9.927673613E0
1.243959529E1,-5.190306702E0,5.014721832E0,-6.788533173E0,9.908122998E0
1.244959629E1,-5.360951843E0,5.164709930E0,-6.754254456E0,1.005156637E1
1.245959729E1,-5.659580841E0,5.393733673E0,-6.768624573E0,1.034105879E1
1.246959829E1,-6.019881592E0,5.601052551E0,-6.754404144E0,1.064108732E1
1.247959879E1,-6.348298645E0,5.750591583E0,-6.860383759E0,1.097429107E1
1.248959979E1,-6.562203827E0,5.901627502E0,-6.969207458E0,1.124551372E1
1.249960079E1,-6.619983673E0,6.029461670E0,-6.917415161E0,1.131499997E1
1.250960279E1,-6.527625732E0,6.081852722E0,-6.761289825E0,1.119436780E1
1.251960379E1,-6.411317596E0,6.150410156E0,-6.617438965E0,1.107804301E1
1.252960479E1,-6.437363434E0,6.331832886E0,-6.550677795E0,1.115540834E1
1.253960579E1,-6.569987640E0,6.564598846E0,-6.579268341E0,1.138180423E1
1.254960679E1,-6.617289276E0,6.736142120E0,-6.712191925E0,1.158523407E1
1.255960779E1,-6.471492462E0,6.539151764E0,-6.486161957E0,1.125659884E1
1.256960879E1,-5.642666016E0,6.075715485E0,-6.543043671E0,1.056245326E1
1.257960979E1,-4.887037354E0,6.036047974E0,-6.678961029E0,1.024331634E1
1.258961079E1,-4.813240814E0,6.499633942E0,-6.612349548E0,1.044680310E1
1.259961279E1,-4.902754669E0,6.795119476E0,-6.196813660E0,1.042166741E1
1.260961379E1,-5.011578369E0,6.790179749E0,-5.813610535E0,1.024795229E1
1.261961479E1,-4.859195251E0,6.666387177E0,-5.360652466E0,9.838144710E0
1.262961579E1,-4.485572205E0,6.356381836E0,-5.063220978E0,9.282249443E0
1.263961679E1,-4.047583008E0,5.976771240E0,-4.800068207E0,8.668643346E0
1.264961779E1,-3.656745758E0,5.605842590E0,-4.562961273E0,8.100486175E0
1.265961879E1,-3.282823334E0,5.447771301E0,-4.399800568E0,7.733911444E0
1.266961979E1,-3.062032471E0,5.423372040E0,-4.150269470E0,7.484233014E0
1.267962179E1,-2.912643127E0,5.506149902E0,-4.059258728E0,7.434968605E0
1.268962279E1,-2.714604950E0,5.704337769E0,-4.220323792E0,7.597347058E0
1.269962379E1,-2.324965210E0,6.065985718E0,-4.513563995E0,7.910366989E0
1.270962479E1,-1.873054962E0,6.537205811E0,-4.840035095E0,8.346815825E0
1.271962579E1,-1.431024170E0,7.077282715E0,-5.085674286E0,8.831752020E0
1.272962679E1,-9.916877747E-1,7.631430359E0,-5.429209900E0,9.417987795E0
1.273962779E1,-6.670129395E-1,8.059839478E0,-5.622458038E0,9.849769188E0
1.274962879E1,-3.405418396E-1,8.354726257E0,-5.493426361E0,1.000475651E1
