"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.055295521E1,-9.015152893E0,-1.033690430E1,-1.347842148E1,1.922998746E1
4.056295621E1,-9.691147156E0,-9.152267761E0,-1.294283524E1,1.857954042E1
4.057295721E1,-1.008108627E1,-8.367749176E0,-1.208571762E1,1.782448028E1
4.058295921E1,-1.046758255E1,-8.475225677E0,-1.182316360E1,1.792168888E1
4.059296021E1,-1.002285736E1,-9.211694183E0,-1.000878662E1,1.689641350E1
4.060296121E1,-8.580157471E0,-9.978250122E0,-8.164172516E0,1.548671336E1
4.061296221E1,-6.669530640E0,-9.899962921E0,-6.422993317E0,1.355532176E1
4.062296421E1,-5.252128143E0,-9.078471222E0,-5.373675385E0,1.178473067E1
4.063296521E1,-4.645439758E0,-7.906109161E0,-5.036726074E0,1.046208785E1
4.064296621E1,-4.444407806E0,-7.785010986E0,-5.601950684E0,1.057076195E1
4.065296721E1,-4.260889435E0,-7.615413666E0,-6.953490143E0,1.115798948E1
4.066296921E1,-3.530258789E0,-8.476722565E0,-7.476203156E0,1.184107960E1
4.067297021E1,-2.789598999E0,-9.552236023E0,-7.320227509E0,1.235365559E1
4.068297121E1,-2.083816681E0,-9.917476501E0,-8.096363525E0,1.297111153E1
4.069297321E1,-1.763033752E0,-9.771230621E0,-8.016429749E0,1.276120613E1
4.070297421E1,-1.946552124E0,-9.458979950E0,-7.911198578E0,1.248392686E1
4.071297521E1,-2.310295715E0,-8.944350128E0,-7.298971710E0,1.177343848E1
4.072297621E1,-2.858306122E0,-8.313412170E0,-6.653364258E0,1.102497128E1
4.073297821E1,-3.378923492E0,-8.059240723E0,-5.876928864E0,1.053122870E1
4.074297921E1,-3.939208374E0,-8.076005859E0,-5.084327087E0,1.032422468E1
4.075298021E1,-4.506528625E0,-8.522826691E0,-4.387376404E0,1.059228242E1
4.076298121E1,-4.899910583E0,-9.029672699E0,-3.715872803E0,1.092482602E1
4.077298321E1,-5.276976471E0,-9.619446259E0,-3.237767029E0,1.143955254E1
4.078298421E1,-5.465284882E0,-1.022209305E1,-2.964585114E0,1.196450124E1
4.079298521E1,-5.533542938E0,-1.058568695E1,-2.790796509E0,1.226643432E1
4.080298621E1,-5.499114532E0,-1.078597046E1,-2.702629852E0,1.240490337E1
4.081298821E1,-5.342390442E0,-1.086904770E1,-2.406545563E0,1.234782552E1
4.082298921E1,-5.008135529E0,-1.084404968E1,-2.340233459E0,1.217175121E1
4.083299021E1,-4.535717926E0,-1.077803696E1,-2.424358521E0,1.194220800E1
4.084299121E1,-4.091890869E0,-1.055170761E1,-2.327809296E0,1.155425465E1
4.085299321E1,-3.838767242E0,-1.046743286E1,-2.289938049E0,1.138187598E1
4.086299421E1,-3.654051361E0,-1.007180557E1,-2.283501434E0,1.095480432E1
4.087299521E1,-3.428320770E0,-9.789642334E0,-2.324965210E0,1.062995501E1
4.088299621E1,-3.349285126E0,-9.433383179E0,-2.401306458E0,1.029430434E1
4.089299821E1,-3.316802673E0,-9.029672699E0,-2.494562531E0,9.937756852E0
4.090299921E1,-3.168161774E0,-8.593479767E0,-2.654879150E0,9.535907237E0
4.091300021E1,-2.933898926E0,-8.147557068E0,-2.678679657E0,9.064533843E0
4.092300121E1,-2.821333008E0,-7.832911377E0,-2.788551178E0,8.780116073E0
4.093300321E1,-2.801873474E0,-7.535180511E0,-2.914738770E0,8.551324014E0
4.094300421E1,-2.821482697E0,-7.452702026E0,-3.048111420E0,8.531970190E0
4.095300521E1,-2.892135773E0,-7.377258911E0,-3.096011810E0,8.507272624E0
4.096300621E1,-3.188519440E0,-7.311246185E0,-3.127895508E0,8.567654715E0
4.097300821E1,-3.713477783E0,-7.168892212E0,-3.132236481E0,8.659898277E0
4.098300921E1,-4.317471771E0,-7.007827148E0,-3.095113678E0,8.793743942E0
4.099301021E1,-4.965025177E0,-6.799460449E0,-2.973416748E0,8.928905004E0
4.100301121E1,-5.359604645E0,-6.775659943E0,-2.814147949E0,9.085942895E0
4.101301321E1,-5.657036133E0,-6.772366791E0,-2.712359619E0,9.231679395E0
4.102301421E1,-5.954467621E0,-6.827152863E0,-2.767894135E0,9.472430459E0
4.103301521E1,-6.549629974E0,-6.927444305E0,-2.899620209E0,9.964684378E0
4.104301621E1,-7.181915131E0,-7.011419678E0,-3.007994843E0,1.047797422E1
4.105301821E1,-7.717052307E0,-6.999594269E0,-3.185076599E0,1.089458256E1
4.106301921E1,-8.156987457E0,-6.979386292E0,-3.476819916E0,1.128434996E1
4.107302021E1,-8.360115051E0,-7.070247345E0,-3.669918365E0,1.154765006E1
4.108302221E1,-8.431965637E0,-7.172784119E0,-3.733386383E0,1.168268164E1
4.109302321E1,-8.598419495E0,-7.119644623E0,-3.866609344E0,1.181409434E1
4.110302421E1,-8.842112732E0,-6.899153137E0,-4.144880676E0,1.195664281E1
4.111302521E1,-9.167386322E0,-6.492299194E0,-4.488416290E0,1.209697489E1
4.112302721E1,-9.432035980E0,-6.087540894E0,-4.988825684E0,1.228453656E1
4.113302821E1,-9.530980225E0,-5.920488281E0,-5.459896088E0,1.247807000E1
4.114302921E1,-9.264234924E0,-6.108796692E0,-5.748346252E0,1.249747696E1
4.115303021E1,-8.707243195E0,-6.460116119E0,-5.822591858E0,1.230657386E1
4.116303221E1,-8.227640533E0,-6.702611847E0,-5.817203064E0,1.210202156E1
4.117303321E1,-7.896229706E0,-6.778653717E0,-5.979914703E0,1.200249847E1
4.118303421E1,-7.769443359E0,-6.613547058E0,-6.261628876E0,1.197126773E1
4.119303521E1,-7.681276703E0,-6.461163940E0,-6.391558685E0,1.189960813E1
4.120303721E1,-7.552993469E0,-6.501579895E0,-6.402336273E0,1.184517460E1
4.121303821E1,-7.310647430E0,-6.792425079E0,-6.365961914E0,1.183672570E1
4.122303921E1,-6.998396759E0,-7.089257813E0,-6.317313080E0,1.179591362E1
4.123304021E1,-6.687493286E0,-7.271428986E0,-6.192322998E0,1.165937863E1
4.124304221E1,-6.415808258E0,-7.348967743E0,-6.094725952E0,1.150285212E1
4.125304321E1,-6.233188019E0,-7.339387665E0,-6.042634277E0,1.136805494E1
4.126304421E1,-6.044131165E0,-7.355254669E0,-6.019881592E0,1.126367023E1
4.127304521E1,-5.843548279E0,-7.371271362E0,-5.870641937E0,1.108815290E1
4.128304721E1,-5.644911346E0,-7.408693542E0,-5.706583099E0,1.092331702E1
4.129304821E1,-5.559588776E0,-7.321425018E0,-5.614823914E0,1.077211860E1
4.130304921E1,-5.507048035E0,-7.239245911E0,-5.519023132E0,1.063926105E1
4.131305021E1,-5.392835541E0,-7.174879761E0,-5.425317993E0,1.048788111E1
4.132305221E1,-5.210514679E0,-7.073390808E0,-5.317542114E0,1.026930255E1
4.133305321E1,-4.939428406E0,-6.883884888E0,-5.047653351E0,9.862283127E0
4.134305421E1,-4.728516998E0,-6.625372467E0,-4.900808716E0,9.501176738E0
4.135305621E1,-4.693040771E0,-6.262377319E0,-4.902604980E0,9.234583746E0
4.136305721E1,-4.773423615E0,-5.909411316E0,-4.835993500E0,9.005195624E0
4.137305821E1,-4.926704865E0,-5.662724304E0,-4.699028320E0,8.855491772E0
4.138305921E1,-5.042863312E0,-5.496420135E0,-4.583768005E0,8.755114723E0
4.139306121E1,-5.164859619E0,-5.314997406E0,-4.538562012E0,8.690426770E0
4.140306221E1,-5.448519745E0,-5.114115143E0,-4.473447418E0,8.709321036E0
4.141306321E1,-5.855972443E0,-4.940925293E0,-4.775968323E0,9.028567407E0
4.142306421E1,-6.172713776E0,-4.857997742E0,-5.067711639E0,9.347953716E0
4.143306621E1,-6.364465027E0,-4.875511322E0,-5.127437439E0,9.516703233E0
4.144306721E1,-6.555318146E0,-4.959786072E0,-5.174739075E0,9.713372142E0
4.145306821E1,-6.634204102E0,-4.991520081E0,-5.183570709E0,9.787611663E0
4.146306921E1,-6.570137329E0,-4.975653076E0,-5.066813507E0,9.674524648E0
4.147307121E1,-6.515500946E0,-4.966971130E0,-4.845124512E0,9.518286943E0
4.148307221E1,-6.533014526E0,-4.908891907E0,-4.838687897E0,9.496862593E0
4.149307321E1,-6.518195343E0,-4.836143188E0,-4.959486694E0,9.511659148E0
4.150307392E1,-6.594087524E0,-4.808301086E0,-5.075046387E0,9.610298926E0
4.151307592E1,-6.888375549E0,-4.812043304E0,-5.167703705E0,9.864615555E0
4.152307692E1,-7.480095062E0,-4.742288361E0,-5.315596161E0,1.032940868E1
4.153307792E1,-8.167765045E0,-4.621788940E0,-5.368585968E0,1.081180069E1
4.154307892E1,-8.458610229E0,-4.382286987E0,-4.941673737E0,1.073185285E1
4.155308092E1,-8.440647583E0,-4.108506317E0,-4.701273651E0,1.049887278E1
4.156308192E1,-8.506510620E0,-3.807631989E0,-4.677323456E0,1.042766220E1
4.157308292E1,-8.667425995E0,-3.536845093E0,-4.728367310E0,1.048765961E1
4.158308392E1,-8.646768951E0,-3.421135712E0,-4.349804535E0,1.026604025E1
4.159308592E1,-8.521030426E0,-3.326233063E0,-4.064647522E0,1.000965261E1
4.160308692E1,-8.562194824E0,-3.335364075E0,-4.031566315E0,1.003440884E1
4.161308792E1,-8.687035217E0,-3.452420654E0,-3.806284790E0,1.009314585E1
4.162308992E1,-8.509205017E0,-3.677253113E0,-3.186274109E0,9.802096876E0
4.163309092E1,-8.290509796E0,-3.738326111E0,-2.980302429E0,9.570257957E0
4.164309192E1,-8.252788239E0,-3.568429413E0,-2.574496307E0,9.352552241E0
4.165309292E1,-8.089627533E0,-3.918401642E0,-2.223476257E0,9.259578377E0
4.166309492E1,-7.899223480E0,-4.351900177E0,-1.830094299E0,9.202500306E0
4.167309592E1,-7.933951263E0,-4.640649719E0,-1.092278595E0,9.256148497E0
4.168309692E1,-8.137677612E0,-4.854405212E0,-1.078357544E0,9.536765798E0
4.169309792E1,-8.252039795E0,-4.839136963E0,-1.352587280E0,9.661412923E0
4.170309992E1,-8.150700531E0,-4.542753296E0,-1.753603363E0,9.494506380E0
4.171310092E1,-7.981851654E0,-4.012406158E0,-2.130669250E0,9.184177179E0
4.172310192E1,-8.020471344E0,-3.426823883E0,-2.538121948E0,9.083674671E0
4.173310292E1,-8.111482086E0,-2.956651611E0,-2.938988342E0,9.120064850E0
4.174310492E1,-8.298592987E0,-2.532134399E0,-3.534749451E0,9.368714099E0
4.175310592E1,-8.586743774E0,-2.147434387E0,-4.087250519E0,9.749320997E0
4.176310692E1,-8.928183746E0,-1.816322937E0,-4.648283844E0,1.022829589E1
4.177310792E1,-9.256451111E0,-1.551673279E0,-5.210963745E0,1.073516280E1
4.178310992E1,-9.453740845E0,-1.356628876E0,-5.698649597E0,1.112152261E1
4.179311092E1,-9.517508240E0,-1.232985992E0,-6.018534393E0,1.132810548E1
4.180311192E1,-9.363628235E0,-1.169667664E0,-6.327940979E0,1.136171172E1
4.181311292E1,-9.050329742E0,-1.146316223E0,-6.468199310E0,1.118302784E1
4.182311492E1,-8.672216034E0,-1.180894318E0,-6.594985657E0,1.095881737E1
4.183311592E1,-8.313262482E0,-1.259780273E0,-6.635700989E0,1.071120474E1
4.184311692E1,-8.041727142E0,-1.318158875E0,-6.613247681E0,1.049485413E1
4.185311792E1,-7.851023712E0,-1.344354401E0,-6.489155731E0,1.027399651E1
4.186311992E1,-7.698191528E0,-1.326840820E0,-6.339766388E0,1.006058136E1
4.187312092E1,-7.603288879E0,-1.226100311E0,-6.301146698E0,9.950767481E0
4.188312192E1,-7.552993469E0,-1.039139099E0,-6.383026428E0,9.943366975E0
4.189312392E1,-7.486831055E0,-7.911048889E-1,-6.430627441E0,9.901083551E0
4.190312492E1,-7.422464905E0,-6.361770630E-1,-6.422693939E0,9.836091905E0
4.191312592E1,-7.331454163E0,-5.818400574E-1,-6.370302887E0,9.729826148E0
4.192312692E1,-7.242539063E0,-6.688092041E-1,-6.223757629E0,9.572713140E0
4.193312892E1,-7.186256104E0,-8.265811157E-1,-6.080505524E0,9.449765106E0
4.194312992E1,-7.154073029E0,-8.861572266E-1,-6.093079376E0,9.438837419E0
4.195313092E1,-7.069349213E0,-8.666976929E-1,-6.010600891E0,9.319559338E0
4.196313192E1,-6.927144928E0,-8.327183533E-1,-6.260581055E0,9.374093655E0
4.197313392E1,-6.767876129E0,-6.533912659E-1,-6.564449158E0,9.451087778E0
4.198313492E1,-6.573280792E0,-5.438191223E-1,-6.529721375E0,9.281218715E0
4.199313592E1,-6.535110168E0,-5.333409119E-1,-6.659950562E0,9.345964847E0
4.200313692E1,-6.503525848E0,-6.279441833E-1,-6.799759827E0,9.430105835E0
4.201313892E1,-6.539750519E0,-7.539820862E-1,-6.872508545E0,9.516732608E0
4.202313992E1,-6.601871338E0,-9.175918579E-1,-6.897207184E0,9.591566447E0
4.203314092E1,-6.678961029E0,-1.077908478E0,-6.794071655E0,9.588003795E0
4.204314192E1,-6.644532623E0,-1.193468170E0,-6.706354065E0,9.515743003E0
4.205314392E1,-6.594237213E0,-1.218166809E0,-6.548133087E0,9.372616589E0
4.206314492E1,-6.558760986E0,-1.190624084E0,-6.357729034E0,9.211712645E0
4.207314592E1,-6.515800323E0,-1.090632019E0,-6.161786499E0,9.033977248E0
4.208314692E1,-6.453080750E0,-9.428892517E-1,-6.095773773E0,8.926911515E0
4.209314892E1,-6.415508881E0,-7.429051208E-1,-6.263874207E0,8.997042975E0
4.210314992E1,-6.393804016E0,-5.032534790E-1,-6.398743744E0,9.059686273E0
4.211315092E1,-6.366560669E0,-2.827619934E-1,-6.500681763E0,9.103401149E0
4.212315292E1,-6.249055023E0,-6.601272583E-2,-6.689139862E0,9.154214246E0
4.213315392E1,-6.184688873E0,1.043330383E-1,-6.777905273E0,9.176124549E0
4.214315492E1,-5.986351318E0,1.203497314E-1,-6.789730682E0,9.052697328E0
4.215315592E1,-5.799390106E0,1.643582153E-1,-6.833290100E0,8.964027712E0
4.216315792E1,-5.707032166E0,2.806663513E-1,-6.999594269E0,9.035668745E0
4.217315892E1,-5.694308624E0,3.906875610E-1,-7.208859100E0,9.194859271E0
4.218315992E1,-5.753884735E0,4.538562012E-1,-7.351811829E0,9.346780845E0
4.219316092E1,-5.829926605E0,4.414320374E-1,-7.565866699E0,9.561654950E0
4.220316292E1,-5.875731354E0,3.808081055E-1,-7.756869507E0,9.738493636E0
4.221316392E1,-5.892047424E0,2.990780640E-1,-7.877368927E0,9.841677283E0
4.222316492E1,-5.868246918E0,2.404000854E-1,-7.820038147E0,9.779934085E0
4.223316592E1,-5.777984619E0,2.032772827E-1,-7.684569855E0,9.616602402E0
4.224316792E1,-5.715863800E0,1.978884888E-1,-7.647447052E0,9.549539531E0
4.225316892E1,-5.700296173E0,1.971400452E-1,-7.629035339E0,9.525461714E0
4.226316992E1,-5.712271271E0,1.863624573E-1,-7.296576691E0,9.268484528E0
4.227317092E1,-5.817352753E0,1.474433899E-1,-7.118596802E0,9.194441420E0
4.228317292E1,-5.967490540E0,7.155120850E-2,-6.950795746E0,9.161311283E0
4.229317392E1,-5.985153809E0,5.239105225E-3,-6.732549591E0,9.008291600E0
4.230317492E1,-5.998625793E0,5.927673340E-2,-6.687193909E0,8.983628861E0
4.231317692E1,-6.114784241E0,2.219883728E-1,-6.799310760E0,9.147157589E0
4.232317792E1,-6.215973816E0,4.005670166E-1,-6.829098816E0,9.243125827E0
4.233317892E1,-6.179150391E0,5.004093933E-1,-6.866670685E0,9.251133736E0
4.234317992E1,-6.020779724E0,5.569917297E-1,-6.986421661E0,9.239595008E0
4.235318192E1,-5.887107697E0,4.977149963E-1,-7.093598785E0,9.231733368E0
4.236318292E1,-5.819598083E0,3.743714905E-1,-7.231911163E0,9.290232233E0
4.237318392E1,-5.751190338E0,1.776805115E-1,-7.286996613E0,9.284830655E0
4.238318492E1,-5.709576874E0,1.676513672E-2,-7.382498016E0,9.332782335E0
4.239318692E1,-5.744903412E0,1.751358032E-2,-7.595654755E0,9.523559896E0
4.240318792E1,-5.796845398E0,8.876541138E-2,-7.695347443E0,9.634815417E0
4.241318892E1,-5.837710419E0,1.719923401E-1,-7.729925537E0,9.688147042E0
4.242318992E1,-5.820795593E0,2.570155334E-1,-7.768096161E0,9.710357166E0
4.243319192E1,-5.788612518E0,2.622546387E-1,-7.636070709E0,9.585738796E0
4.244319292E1,-5.769751740E0,1.664538574E-1,-7.530091095E0,9.487887748E0
4.245319392E1,-5.735922089E0,5.254074097E-2,-7.407645721E0,9.368926186E0
4.246319492E1,-5.779780884E0,-4.655319214E-2,-7.346722412E0,9.347853468E0
4.247319692E1,-5.895190887E0,-6.885681152E-2,-7.401209106E0,9.462341840E0
4.248319792E1,-6.024222565E0,-8.083190918E-3,-7.357649689E0,9.509276092E0
4.249319892E1,-6.207291870E0,-3.996688843E-2,-7.317084045E0,9.595404558E0
4.250319942E1,-6.297105103E0,-2.076182556E-1,-7.286098480E0,9.632438376E0
4.251320142E1,-6.291267242E0,-3.743714905E-1,-7.220385132E0,9.584057543E0
4.252320242E1,-6.238726501E0,-4.138893127E-1,-7.331154785E0,9.635291548E0
4.253320342E1,-6.227499847E0,-2.779719543E-1,-7.434440002E0,9.702057560E0
4.254320542E1,-6.164031830E0,-1.567240906E-1,-7.500901794E0,9.709962851E0
4.255320642E1,-5.958060150E0,-8.921447754E-2,-7.535779266E0,9.606997925E0
4.256320742E1,-5.684728546E0,-2.495310974E-1,-7.527396698E0,9.436106478E0
4.257320842E1,-5.434748383E0,-6.647676086E-1,-7.477400665E0,9.267681839E0
4.258321042E1,-5.271887054E0,-1.131946106E0,-7.647896118E0,9.357585700E0
4.259321142E1,-5.289101257E0,-1.338815918E0,-7.982899475E0,9.669214249E0
4.260321242E1,-5.395080872E0,-1.270258484E0,-8.283474426E0,9.966764911E0
4.261321342E1,-5.472469940E0,-1.030606842E0,-8.578510895E0,1.022745945E1
4.262321542E1,-5.425617371E0,-7.399113464E-1,-8.702153778E0,1.028164739E1
4.263321642E1,-5.256768494E0,-5.566923523E-1,-8.698411560E0,1.017869761E1
4.264321742E1,-5.105582886E0,-4.787045288E-1,-8.703650665E0,1.010196365E1
4.265321842E1,-5.044210510E0,-4.656816101E-1,-8.754245453E0,1.011423415E1
4.266322042E1,-5.027145996E0,-5.083428955E-1,-8.839568024E0,1.018177648E1
4.267322142E1,-4.671934662E0,-7.774832153E-1,-8.993298340E0,1.016419543E1
4.268322242E1,-4.542453918E0,-9.563612366E-1,-8.444090424E0,9.635931584E0
4.269322342E1,-4.469256134E0,-1.366208954E0,-9.133406982E0,1.025962477E1
4.270322542E1,-4.366869049E0,-1.659149780E0,-9.020541687E0,1.015837072E1
4.271322642E1,-4.578678589E0,-1.389710083E0,-8.494535522E0,9.749498730E0
4.272322742E1,-5.039420471E0,-1.042282562E0,-8.652008057E0,1.006674501E1
4.273322942E1,-5.411097565E0,-8.960366821E-1,-8.545279999E0,1.015404692E1
4.274323042E1,-5.540877686E0,-8.430468750E-1,-8.300089874E0,1.001516577E1
4.275323142E1,-5.619913330E0,-8.765771484E-1,-8.442892914E0,1.018009106E1
4.276323242E1,-5.561834106E0,-9.445358276E-1,-8.435857544E0,1.014839096E1
4.277323442E1,-5.433401184E0,-1.117276611E0,-8.394992523E0,1.006210986E1
4.278323542E1,-5.325325928E0,-1.390608215E0,-8.548124084E0,1.016677495E1
4.279323642E1,-5.195396118E0,-1.616338806E0,-8.692124634E0,1.025464395E1
4.280323742E1,-5.063520355E0,-1.675615540E0,-8.812624054E0,1.030093532E1
4.281323942E1,-4.950505371E0,-1.488205261E0,-8.944050751E0,1.033045508E1
4.282324042E1,-4.868475952E0,-1.206491089E0,-9.055269470E0,1.035159814E1
4.283324142E1,-4.703968048E0,-1.000220032E0,-9.004524994E0,1.020829202E1
4.284324242E1,-4.482279053E0,-9.319619751E-1,-8.828341370E0,9.944797131E0
4.285324442E1,-4.266727295E0,-9.728269958E-1,-8.694669342E0,9.733890750E0
4.286324542E1,-4.168980560E0,-1.099912720E0,-8.627459106E0,9.644856533E0
4.287324642E1,-4.161196747E0,-1.277443542E0,-8.585995331E0,9.626356330E0
4.288324742E1,-4.205354919E0,-1.453477478E0,-8.553662567E0,9.641719250E0
4.289324942E1,-4.298461304E0,-1.603016510E0,-8.532107391E0,9.687274542E0
4.290325042E1,-4.478237457E0,-1.717678070E0,-8.738827515E0,9.968557318E0
4.291325142E1,-4.677473145E0,-1.814676361E0,-8.865613861E0,1.018680099E1
4.292325342E1,-4.612358551E0,-1.994003448E0,-8.768016815E0,1.010584089E1
4.293325442E1,-4.531676331E0,-2.099234619E0,-8.681646423E0,1.001568075E1
4.294325542E1,-4.592150574E0,-2.115101624E0,-8.557554474E0,9.939478877E0
4.295325642E1,-4.582720184E0,-2.125579834E0,-8.292306061E0,9.709879182E0
4.296325842E1,-4.533322906E0,-2.153571625E0,-8.188571777E0,9.604248803E0
4.297325942E1,-4.553680573E0,-2.169887695E0,-8.179590454E0,9.609896949E0
4.298326042E1,-4.640200653E0,-2.174827423E0,-8.270451508E0,9.729424678E0
4.299326142E1,-4.798571320E0,-2.195634155E0,-8.340206451E0,9.869454884E0
4.300326342E1,-4.812192993E0,-2.349364471E0,-7.992928619E0,9.620999051E0
4.301326442E1,-4.639003143E0,-2.708916779E0,-7.513325958E0,9.236268036E0
4.302326542E1,-4.625531158E0,-3.000959473E0,-7.433092804E0,9.254845482E0
4.303326642E1,-4.804708557E0,-3.108286285E0,-7.303612061E0,9.278438289E0
4.304326842E1,-4.880600739E0,-3.206182709E0,-6.869664459E0,9.016216552E0
4.305326942E1,-4.967420197E0,-3.264561310E0,-6.811136169E0,9.040143797E0
4.306327042E1,-5.205275574E0,-3.196452942E0,-7.040908356E0,9.321297961E0
4.307327142E1,-5.409301300E0,-3.102149048E0,-6.997798004E0,9.372995582E0
4.308327342E1,-5.414241028E0,-3.090772705E0,-6.580016785E0,9.064408569E0
4.309327442E1,-5.373376007E0,-3.221900024E0,-6.015540619E0,8.685651295E0
4.310327542E1,-5.425617371E0,-3.519032135E0,-5.620063019E0,8.567731284E0
4.311327742E1,-5.476212158E0,-3.945794678E0,-5.179080048E0,8.507706235E0
4.312327842E1,-5.693709869E0,-4.171076202E0,-4.880001984E0,8.580829105E0
4.313327942E1,-6.090983734E0,-4.027973785E0,-5.123994598E0,8.920760971E0
4.314328042E1,-6.589896240E0,-3.681294708E0,-5.375172272E0,9.266668233E0
4.315328242E1,-7.035369873E0,-3.442990265E0,-4.924758911E0,9.252235489E0
4.316328342E1,-7.164850616E0,-3.402274933E0,-4.433181152E0,9.086454435E0
4.317328442E1,-6.729705505E0,-3.532803497E0,-3.844156036E0,8.517462790E0
4.318328542E1,-6.131699066E0,-3.797453156E0,-3.182831268E0,7.883450944E0
4.319328742E1,-5.950725403E0,-4.098028107E0,-2.742596741E0,7.728311851E0
4.320328842E1,-6.345005493E0,-4.363426208E0,-2.726130981E0,8.168866085E0
4.321328942E1,-7.281009064E0,-4.362228699E0,-4.344415741E0,9.534992414E0
4.322329042E1,-8.197702789E0,-3.988605652E0,-5.694308624E0,1.074878862E1
4.323329242E1,-8.548573151E0,-3.790717163E0,-5.502407684E0,1.085007511E1
4.324329342E1,-8.229287109E0,-3.924389191E0,-5.866600342E0,1.084154032E1
4.325329442E1,-7.505242767E0,-4.167932739E0,-6.018235016E0,1.048424938E1
4.326329542E1,-6.806495819E0,-4.394262085E0,-6.227050781E0,1.021832110E1
4.327329742E1,-6.310577087E0,-4.668192444E0,-6.110742645E0,9.947692172E0
4.328329842E1,-6.221362610E0,-5.173541565E0,-6.004463654E0,1.007593513E1
4.329329942E1,-6.355334015E0,-5.830076294E0,-6.204747162E0,1.062445045E1
4.330330142E1,-6.303242340E0,-6.634353790E0,-6.313570862E0,1.111785461E1
4.331330242E1,-5.847739563E0,-7.298223267E0,-6.702761536E0,1.150596076E1
4.332330342E1,-5.176535339E0,-7.346423035E0,-7.338190155E0,1.160239132E1
4.333330442E1,-4.575684814E0,-6.812034302E0,-7.721692657E0,1.126788535E1
4.334330642E1,-4.362378387E0,-6.056555328E0,-8.062384186E0,1.098700352E1
4.335330742E1,-4.656367035E0,-5.404361572E0,-8.187374268E0,1.085918852E1
4.336330842E1,-5.079836426E0,-5.159620514E0,-7.905809784E0,1.072045943E1
4.337330942E1,-5.413941650E0,-5.396278381E0,-7.591762848E0,1.077336752E1
4.338331142E1,-5.405858459E0,-5.798192596E0,-7.079078979E0,1.062806202E1
4.339331242E1,-5.478158112E0,-6.654112701E0,-6.652915192E0,1.088800775E1
4.340331342E1,-5.786516876E0,-7.622598724E0,-6.519243164E0,1.157965113E1
4.341331442E1,-6.535110168E0,-8.241711273E0,-6.431824951E0,1.232890270E1
4.342331642E1,-7.349716187E0,-8.305179291E0,-6.183191986E0,1.269748771E1
4.343331742E1,-7.842341766E0,-7.919730835E0,-5.659880219E0,1.250034819E1
4.344331842E1,-8.284073181E0,-7.065906372E0,-5.514682159E0,1.220510634E1
4.345331942E1,-8.701255646E0,-6.096522217E0,-5.477559357E0,1.195337147E1
4.346332142E1,-8.877139893E0,-5.441184998E0,-5.433401184E0,1.174444359E1
4.347332242E1,-8.777746582E0,-5.154531097E0,-5.272336121E0,1.146366233E1
4.348332342E1,-8.365204468E0,-5.282065887E0,-5.092260590E0,1.112690360E1
4.349332542E1,-7.758216705E0,-5.581143951E0,-5.169350281E0,1.086560061E1
4.350332646E1,-7.068900146E0,-6.168372803E0,-5.495372314E0,1.087277744E1
4.351332746E1,-6.130351868E0,-6.908583527E0,-5.737119598E0,1.087309899E1
4.352332846E1,-5.239254913E0,-7.681127014E0,-6.091582489E0,1.111561431E1
4.353333046E1,-4.843777313E0,-8.199199677E0,-6.375541992E0,1.146021770E1
4.354333146E1,-4.779111786E0,-8.185278625E0,-6.084547119E0,1.126323263E1
4.355333246E1,-4.859494629E0,-7.772586823E0,-5.841153259E0,1.086953842E1
4.356333346E1,-5.126239929E0,-7.078929291E0,-5.714217224E0,1.044231077E1
4.357333546E1,-5.310057678E0,-6.396199036E0,-5.385650482E0,9.905216089E0
4.358333646E1,-5.167703705E0,-5.892047424E0,-5.046605530E0,9.321459746E0
4.359333746E1,-4.975353699E0,-5.504054260E0,-5.078489227E0,8.991096182E0
4.360333846E1,-4.657414856E0,-5.191204834E0,-5.245392151E0,8.726640796E0
4.361334046E1,-4.236789551E0,-5.241350555E0,-5.256618805E0,8.547173954E0
4.362334146E1,-3.947890320E0,-5.569917297E0,-5.170398102E0,8.564043041E0
4.363334246E1,-3.934418335E0,-5.746549988E0,-5.341043243E0,8.776629611E0
4.364334446E1,-4.156107330E0,-5.767057343E0,-5.600603485E0,9.049803198E0
4.365334546E1,-4.350852356E0,-5.790558472E0,-5.656587067E0,9.190074041E0
4.366334646E1,-4.496798859E0,-5.709576874E0,-5.556295624E0,9.148381776E0
4.367334746E1,-4.791236572E0,-5.629194031E0,-5.683231659E0,9.324317424E0
4.368334946E1,-5.234464874E0,-5.585634613E0,-5.866899719E0,9.644659085E0
4.369335046E1,-5.864804077E0,-5.540578308E0,-6.042185211E0,1.007977862E1
4.370335146E1,-6.399342499E0,-5.603896637E0,-6.227649536E0,1.054224173E1
4.371335246E1,-6.802903290E0,-5.873486023E0,-6.392456818E0,1.102909042E1
4.372335446E1,-6.946903839E0,-6.221063232E0,-6.340065765E0,1.127641497E1
4.373335546E1,-6.993606720E0,-6.574627991E0,-6.321055298E0,1.149312874E1
4.374335646E1,-7.056625671E0,-6.833140411E0,-6.257138214E0,1.164643947E1
4.375335746E1,-7.080276489E0,-7.013665009E0,-6.148913269E0,1.171029233E1
4.376335946E1,-7.143145752E0,-7.026687927E0,-5.946384430E0,1.165153905E1
4.377336046E1,-7.212451630E0,-6.856491852E0,-5.692212982E0,1.146438955E1
