"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.943252754E1,1.372525818E1,-4.239334259E0,-4.328848114E0
3.944252854E1,1.365460510E1,-4.256099396E0,-3.674409027E0
3.945253054E1,1.339983490E1,-4.246070251E0,-2.873424683E0
3.946253154E1,1.273386978E1,-4.102967834E0,-2.187550964E0
3.947253354E1,1.197644485E1,-3.827839966E0,-1.583407288E0
3.948253454E1,1.136721176E1,-3.637585602E0,-1.146316223E0
3.949253554E1,1.082009949E1,-3.514092407E0,-7.783813477E-1
3.950253754E1,1.035247192E1,-3.387156372E0,-7.262896729E-1
3.951253854E1,9.944570160E0,-3.565285950E0,-4.623884583E-1
3.952254054E1,9.639354858E0,-3.611090698E0,-5.343887329E-2
3.953254154E1,9.144184570E0,-3.607498169E0,8.681945801E-1
3.954254254E1,8.609197083E0,-3.529510345E0,1.135388947E0
3.955254454E1,8.285570068E0,-3.526217194E0,1.827699280E0
3.956254554E1,8.419691162E0,-3.482208710E0,1.616189117E0
3.957254754E1,8.830586700E0,-3.429368591E0,1.630708923E0
3.958254854E1,9.253457336E0,-3.490291901E0,1.547332306E0
3.959254954E1,9.286239166E0,-3.577710114E0,1.448687439E0
3.960255154E1,8.834029541E0,-3.589834900E0,1.510059814E0
3.961255254E1,8.056995392E0,-3.405867462E0,2.182012482E0
3.962255454E1,7.479645996E0,-3.155138855E0,2.902763672E0
3.963255554E1,7.589667206E0,-2.997965698E0,3.092419281E0
3.964255754E1,8.092770996E0,-3.104843445E0,3.239114227E0
3.965255854E1,8.469387817E0,-3.050656128E0,2.839445343E0
3.966255954E1,8.569529572E0,-2.875220947E0,3.518283691E0
3.967256154E1,8.839118958E0,-3.046165466E0,4.367916870E0
3.968256254E1,9.272767181E0,-3.300935669E0,4.702920227E0
3.969256454E1,9.675729218E0,-3.601211243E0,5.366190948E0
3.970256554E1,1.002390518E1,-3.875740356E0,5.376818848E0
3.971256654E1,1.022763153E1,-3.841311951E0,4.716092834E0
3.972256854E1,1.014425491E1,-3.917653198E0,4.818479919E0
3.973256954E1,1.009051666E1,-4.095782776E0,4.676425323E0
3.974257154E1,9.831255798E0,-4.384083252E0,4.604874115E0
3.975257254E1,9.463320923E0,-4.750371552E0,4.757257233E0
3.976257454E1,9.039252777E0,-5.195096741E0,5.397475891E0
3.977257554E1,8.826545105E0,-5.372328186E0,5.000351715E0
3.978257654E1,8.708141327E0,-5.639223175E0,5.616021423E0
3.979257854E1,8.857081604E0,-5.761369171E0,5.232818298E0
3.980257954E1,8.996741180E0,-5.453609161E0,5.123994598E0
3.981258154E1,9.084608459E0,-4.980293427E0,5.267845459E0
3.982258254E1,9.162596283E0,-4.546046448E0,4.971761169E0
3.983258354E1,9.104966125E0,-4.550088043E0,5.533093872E0
3.984258554E1,8.937763824E0,-4.835843811E0,5.827082520E0
3.985258654E1,8.456813965E0,-5.149741058E0,5.994733887E0
3.986258854E1,8.056845703E0,-5.281467133E0,5.671406250E0
3.987258954E1,7.834857330E0,-5.499114532E0,5.811065826E0
3.988259154E1,7.652985535E0,-5.563780060E0,5.870641937E0
3.989259254E1,7.540569305E0,-5.323829041E0,5.705834656E0
3.990259354E1,7.488777008E0,-5.062771912E0,5.965993652E0
3.991259554E1,7.520960083E0,-5.154381409E0,6.105802917E0
3.992259654E1,7.378905487E0,-5.205874329E0,6.001918945E0
3.993259854E1,7.328011322E0,-5.225782928E0,5.462889862E0
3.994259954E1,7.230414276E0,-5.348377991E0,5.368585968E0
3.995260054E1,7.273674316E0,-5.351371765E0,4.827610931E0
3.996260254E1,7.319928131E0,-5.068310394E0,4.734205170E0
3.997260354E1,7.466772766E0,-4.924609222E0,4.441713409E0
3.998260554E1,7.698191528E0,-5.008135529E0,4.489913177E0
3.999260654E1,8.081843719E0,-4.996759186E0,3.677103424E0
4.000260754E1,8.130941620E0,-4.945865021E0,3.637286224E0
4.001260954E1,8.213120728E0,-5.309758301E0,3.672014008E0
4.002261054E1,8.176596680E0,-5.683231659E0,3.768114166E0
4.003261254E1,8.179440765E0,-5.886359253E0,3.276237030E0
4.004261354E1,8.078849945E0,-6.036796417E0,3.430715790E0
4.005261554E1,8.117170258E0,-6.361770630E0,3.783831482E0
4.006261654E1,8.213270416E0,-6.493197327E0,3.930676117E0
4.007261754E1,8.226443024E0,-6.464606781E0,4.106410675E0
4.008261954E1,8.125403137E0,-6.310427399E0,4.014352112E0
4.009262054E1,7.960146790E0,-6.202202454E0,3.904929657E0
4.010262254E1,7.799081726E0,-6.111940155E0,3.622766418E0
4.011262354E1,7.533683624E0,-5.871689758E0,3.421884155E0
4.012262512E1,7.299720154E0,-5.711073761E0,3.201392670E0
4.013262712E1,7.249873810E0,-5.755231934E0,3.048261108E0
4.014262812E1,7.246580658E0,-5.898034973E0,3.150797882E0
4.015263012E1,7.249424744E0,-6.013295288E0,3.336112518E0
4.016263112E1,7.290140076E0,-6.049819336E0,3.420087891E0
4.017263312E1,7.411986694E0,-6.074817352E0,3.548670502E0
4.018263412E1,7.565567322E0,-6.002667389E0,3.560346222E0
4.019263512E1,7.733368378E0,-5.789660339E0,3.539988556E0
4.020263712E1,7.988138580E0,-5.529800720E0,3.374582520E0
4.021263812E1,8.221802673E0,-5.275778961E0,3.331023102E0
4.022264012E1,8.375233612E0,-5.143753510E0,3.251837769E0
4.023264112E1,8.466693420E0,-5.170847168E0,3.031495972E0
4.024264212E1,8.522677002E0,-5.287155304E0,3.427272949E0
4.025264412E1,8.749605103E0,-5.460345154E0,3.766018524E0
4.026264512E1,9.216783600E0,-5.674699402E0,3.956123199E0
4.027264712E1,9.785001984E0,-5.773344269E0,4.173321533E0
4.028264812E1,1.034438873E1,-5.688770142E0,4.308340759E0
4.029265012E1,1.080049026E1,-5.600453796E0,4.352199554E0
4.030265112E1,1.093850327E1,-5.450016632E0,3.992647247E0
4.031265212E1,1.091260712E1,-5.212161255E0,3.914958801E0
4.032265412E1,1.088895630E1,-5.119503937E0,4.254602509E0
4.033265512E1,1.102187988E1,-5.001249847E0,4.047583008E0
4.034265712E1,1.122306152E1,-4.812791748E0,4.050277405E0
4.035265812E1,1.142828476E1,-4.716242523E0,4.587360535E0
4.036265912E1,1.148471741E1,-4.394262085E0,4.427792358E0
4.037266112E1,1.132350266E1,-4.029620361E0,4.691992950E0
4.038266212E1,1.118519028E1,-3.932472382E0,4.935985565E0
4.039266412E1,1.107187592E1,-3.848946075E0,5.161117401E0
4.040266512E1,1.103131027E1,-3.835773468E0,5.375771027E0
4.041266712E1,1.106319397E1,-3.830384674E0,5.509143677E0
4.042266812E1,1.111977631E1,-3.609294434E0,5.272186432E0
4.043266912E1,1.102831650E1,-3.427422638E0,4.971162415E0
4.044267112E1,1.078911392E1,-3.200943604E0,4.532873840E0
4.045267212E1,1.044408142E1,-3.087778931E0,4.395160217E0
4.046267412E1,1.017688705E1,-2.852168884E0,3.937412109E0
4.047267512E1,9.846224670E0,-2.657423859E0,3.865262146E0
4.048267612E1,9.412127380E0,-2.330952759E0,3.826642456E0
4.049267812E1,8.960965576E0,-1.935774536E0,3.832779694E0
4.050267912E1,8.565038910E0,-1.692979431E0,3.732637939E0
4.051268112E1,8.142916718E0,-1.559307404E0,3.694766693E0
4.052268212E1,7.693551178E0,-1.456022186E0,3.621868286E0
4.053268412E1,7.271129608E0,-1.297052765E0,3.543581085E0
4.054268512E1,6.948101349E0,-1.098266144E0,3.575764160E0
4.055268612E1,6.747967529E0,-8.247848511E-1,3.190315704E0
4.056268812E1,6.645131378E0,-6.439608765E-1,3.150199127E0
4.057268912E1,6.777156830E0,-4.508624268E-1,2.626438293E0
4.058269112E1,6.913822632E0,-6.616241455E-2,2.290087738E0
4.059269212E1,7.143145752E0,2.148033142E-1,2.277064819E0
4.060269312E1,7.262747040E0,6.399192810E-1,2.550396423E0
4.061269512E1,7.322323151E0,1.066831512E0,2.793939972E0
4.062269612E1,7.358996887E0,1.592687988E0,3.185974731E0
4.063269812E1,7.476801910E0,1.985171814E0,3.526815948E0
4.064269912E1,7.676935730E0,2.313439178E0,3.494932251E0
4.065270112E1,7.974367218E0,2.557731171E0,3.183280334E0
4.066270212E1,8.115224304E0,2.761307831E0,3.016976166E0
4.067270312E1,8.111332397E0,2.908451843E0,2.887196045E0
4.068270512E1,7.900420990E0,3.132535858E0,2.823278961E0
4.069270612E1,7.614515533E0,3.233426056E0,2.838846588E0
4.070270812E1,7.459887085E0,3.291355591E0,2.793490906E0
4.071270912E1,7.591313782E0,3.235671387E0,2.608775024E0
4.072271112E1,7.883206787E0,3.122806091E0,2.374512177E0
4.073271212E1,8.121660919E0,3.100652161E0,2.230661316E0
4.074271312E1,8.180338898E0,3.191513214E0,2.466720428E0
4.075271512E1,8.169561310E0,3.391497345E0,2.543061676E0
4.076271612E1,8.134534149E0,3.489393768E0,2.685265961E0
4.077271812E1,8.165669403E0,3.530258789E0,2.703827362E0
4.078271912E1,8.182733917E0,3.643124084E0,2.780767365E0
4.079272012E1,8.124205627E0,3.756887512E0,2.802172852E0
4.080272212E1,8.016878815E0,3.854035492E0,2.843037872E0
4.081272312E1,7.883206787E0,3.968247986E0,2.884950714E0
4.082272512E1,7.709118805E0,4.119583282E0,2.885100403E0
4.083272612E1,7.536228333E0,4.269421692E0,2.962190094E0
4.084272812E1,7.480244751E0,4.379742279E0,3.107687531E0
4.085272912E1,7.526348877E0,4.433929596E0,3.277135162E0
4.086273012E1,7.558082886E0,4.461172943E0,3.394790497E0
4.087273212E1,7.489076385E0,4.469555511E0,3.474424896E0
4.088273312E1,7.305258636E0,4.514312439E0,3.444337463E0
4.089273512E1,7.094796295E0,4.531526642E0,3.507506104E0
4.090273612E1,6.912924500E0,4.508324890E0,3.660787354E0
4.091273812E1,6.754404144E0,4.577930145E0,3.991000671E0
4.092273912E1,6.715934143E0,4.650379486E0,4.332590332E0
4.093274012E1,6.973997498E0,4.704267426E0,4.455484772E0
4.094274212E1,7.505392456E0,4.934338989E0,4.489164734E0
4.095274312E1,8.199049988E0,5.139562225E0,4.107907562E0
4.096274512E1,8.809630280E0,5.495971069E0,3.901337128E0
4.097274612E1,9.161249084E0,5.913752289E0,3.698957977E0
4.098274712E1,9.253307648E0,6.319558411E0,3.565285950E0
4.099274912E1,9.166039124E0,6.569388885E0,3.771856384E0
4.100275012E1,9.047335968E0,6.369853821E0,4.534520416E0
4.101275212E1,8.524922333E0,6.553372192E0,4.462220764E0
4.102275312E1,7.880362701E0,6.836134186E0,4.413871307E0
4.103275512E1,7.705226898E0,6.548133087E0,4.112547913E0
4.104275612E1,7.533683624E0,5.983806610E0,3.691174164E0
4.105275712E1,6.923851776E0,5.652695160E0,3.337010651E0
4.106275912E1,6.345454559E0,5.378016357E0,3.191064148E0
4.107276012E1,5.957162018E0,5.338199158E0,3.282074890E0
4.108276212E1,5.694009247E0,5.574258270E0,3.453468475E0
4.109276312E1,5.593568115E0,5.876928864E0,3.525618439E0
4.110276412E1,5.574557648E0,6.201903076E0,3.488944702E0
4.111276612E1,5.603896637E0,6.553072815E0,3.450025635E0
4.112276712E1,5.649851074E0,6.733148346E0,3.370540924E0
4.113276879E1,5.712420959E0,6.730903015E0,3.219654694E0
4.114276979E1,5.611830139E0,6.646628265E0,3.150648193E0
4.115277179E1,5.260510712E0,6.547534332E0,3.099903717E0
4.116277279E1,4.704566803E0,6.522536316E0,3.163820801E0
4.117277379E1,4.098477173E0,6.667584686E0,3.285218353E0
4.118277579E1,3.630849609E0,6.945706329E0,3.441493378E0
4.119277679E1,3.574866028E0,7.150630188E0,3.504512329E0
4.120277879E1,3.918701019E0,7.173831940E0,3.351530457E0
4.121277979E1,4.480931854E0,7.162156219E0,3.165167999E0
4.122278179E1,5.014272766E0,7.080725555E0,2.873724060E0
4.123278279E1,5.374423828E0,7.051985321E0,2.661465454E0
4.124278379E1,5.584586792E0,7.022945709E0,2.445464630E0
4.125278579E1,5.642666016E0,7.081473999E0,2.443518677E0
4.126278679E1,5.588778076E0,7.262597351E0,2.679577789E0
4.127278879E1,5.492228851E0,7.527396698E0,2.948867798E0
4.128278979E1,5.490133209E0,7.775131531E0,3.223995667E0
4.129279179E1,5.535937958E0,7.887098694E0,3.384012909E0
4.130279279E1,5.582191772E0,7.920928345E0,3.480262756E0
4.131279379E1,5.591472473E0,7.889793091E0,3.448977814E0
4.132279579E1,5.451064453E0,7.825576630E0,3.319646759E0
4.133279679E1,5.202281799E0,7.815846863E0,3.198398895E0
4.134279879E1,5.046156464E0,7.814948730E0,3.117417297E0
4.135279979E1,4.945266266E0,7.841593323E0,3.011886749E0
4.136280179E1,4.879403229E0,7.927514648E0,3.028053131E0
4.137280279E1,4.877307587E0,8.039032745E0,2.884202271E0
4.138280379E1,4.834197235E0,8.194409637E0,2.812501373E0
4.139280579E1,4.655019836E0,8.342302094E0,2.736459503E0
4.140280679E1,4.357738037E0,8.426876221E0,2.842738495E0
4.141280879E1,4.011058960E0,8.487350464E0,2.799927521E0
4.142280979E1,3.645818481E0,8.585995331E0,2.926264801E0
4.143281079E1,3.397933960E0,8.727002106E0,2.934347992E0
4.144281279E1,3.282973022E0,8.869954834E0,2.848276978E0
4.145281379E1,3.259022827E0,8.963659973E0,2.757415924E0
4.146281579E1,3.223696289E0,9.028624878E0,2.903811493E0
4.147281679E1,3.209475861E0,9.061556396E0,3.313958588E0
4.148281879E1,3.247796173E0,9.050778809E0,3.838916931E0
4.149281979E1,3.322640533E0,8.954079895E0,4.171076202E0
4.150282079E1,3.523373108E0,8.856183472E0,4.403991852E0
4.151282279E1,3.914360046E0,8.794362030E0,4.552033997E0
4.152282379E1,4.324507141E0,8.819659424E0,4.595443726E0
4.153282579E1,4.555776215E0,8.753646698E0,5.082830200E0
4.154282679E1,4.627626801E0,8.488547974E0,4.966372375E0
4.155282879E1,4.400249634E0,8.096213837E0,4.661755829E0
4.156282979E1,4.075874176E0,7.603737946E0,4.369862823E0
4.157283079E1,3.868255920E0,7.094796295E0,3.633244629E0
4.158283279E1,3.709735565E0,6.618037720E0,2.965034180E0
4.159283379E1,3.604953461E0,6.352938995E0,2.176773376E0
4.160283579E1,3.495980072E0,6.257138214E0,1.837129669E0
4.161283679E1,3.510799255E0,6.255491638E0,1.039288788E0
4.162283879E1,3.478466492E0,6.212980042E0,4.833448792E-1
4.163283979E1,3.545826416E0,6.087690582E0,-1.008901978E-1
4.164284079E1,3.633693695E0,5.968538361E0,-4.453239441E-1
4.165284279E1,3.758983154E0,5.821094971E0,-5.577401733E-1
4.166284379E1,4.225862274E0,5.451064453E0,-1.301543427E0
4.167284579E1,5.174888763E0,5.115761719E0,-1.510059814E0
4.168284679E1,6.517596588E0,4.949307861E0,-1.678908691E0
4.169284879E1,7.429799652E0,5.141358490E0,-7.622149658E-1
4.170284979E1,7.957901459E0,5.463338928E0,-5.303471375E-1
4.171285079E1,8.173752594E0,5.560187531E0,-3.502716064E-1
4.172285279E1,8.094716949E0,5.329068146E0,-3.269201660E-1
4.173285379E1,7.886200562E0,4.770280151E0,-4.558021545E-1
4.174285579E1,7.745642853E0,4.084556122E0,-6.602769470E-1
4.175285679E1,7.705526276E0,3.550017700E0,-3.004252625E-1
4.176285779E1,7.506889343E0,3.208128662E0,-1.172062683E-1
4.177285979E1,7.508535919E0,2.748135223E0,-8.526269531E-1
4.178286079E1,7.874524841E0,2.204316101E0,-1.021475830E0
4.179286279E1,8.325686646E0,1.883383484E0,-1.054706726E0
4.180286379E1,8.794960785E0,1.780697021E0,-1.707050171E0
4.181286579E1,9.267827454E0,1.638492737E0,-2.339035950E0
4.182286679E1,9.607770538E0,1.602268066E0,-1.851948853E0
4.183286779E1,1.005758514E1,1.639390869E0,-2.193688202E0
4.184286979E1,1.031519943E1,1.728156281E0,-2.332150269E0
4.185287079E1,1.048180298E1,1.710193634E0,-2.387385406E0
4.186287279E1,1.041653870E1,1.489851837E0,-2.714305573E0
4.187287379E1,1.063732956E1,9.256750488E-1,-3.490890656E0
4.188287579E1,1.147364044E1,2.383044434E-1,-3.642076263E0
4.189287679E1,1.227103226E1,-1.243913269E-1,-3.421285400E0
4.190287779E1,1.278251862E1,-2.701881409E-1,-3.478765869E0
4.191287979E1,1.315195038E1,-3.308120728E-1,-3.320095825E0
4.192288079E1,1.318712723E1,-4.089495850E-1,-3.370241547E0
4.193288279E1,1.290720932E1,-5.282514954E-1,-3.869303741E0
4.194288379E1,1.269899231E1,-6.483018494E-1,-4.129762115E0
4.195288579E1,1.250694168E1,-6.842271423E-1,-3.916156311E0
4.196288679E1,1.202674026E1,-4.938230896E-1,-3.554807739E0
4.197288779E1,1.151285889E1,-3.273692322E-1,-3.856580200E0
4.198288979E1,1.130479156E1,-1.773811340E-1,-3.749852142E0
4.199289079E1,1.104133942E1,1.254391479E-1,-3.756887512E0
4.200289279E1,1.071292236E1,4.969665527E-1,-3.692221985E0
4.201289379E1,1.054721695E1,9.789642334E-1,-2.468666382E0
4.202289579E1,1.051189041E1,1.542093201E0,-1.280886383E0
4.203289679E1,1.067924240E1,1.863325195E0,8.577163696E-2
4.204289779E1,1.076097244E1,2.057022400E0,1.050964508E0
4.205289979E1,1.045081741E1,2.085014191E0,7.002438354E-1
4.206290079E1,9.750274200E0,1.926793213E0,-3.433859253E-1
4.207290279E1,8.777447205E0,1.899549866E0,-9.430389404E-1
4.208290379E1,7.694898376E0,1.839674377E0,-2.313888245E0
4.209290579E1,7.035369873E0,1.449735260E0,-3.951782227E0
4.210290679E1,7.035519562E0,6.978488159E-1,-5.726791077E0
4.211290779E1,7.539371796E0,-3.486250305E-1,-7.698490906E0
4.212290979E1,7.900121613E0,-1.406026154E0,-8.857680359E0
4.213291067E1,8.267158356E0,-2.317031708E0,-9.191785583E0
4.214291267E1,8.524173889E0,-2.967728577E0,-8.578660583E0
4.215291367E1,8.900042267E0,-3.455863495E0,-7.708370361E0
4.216291467E1,9.527986450E0,-3.859573975E0,-5.909710693E0
4.217291667E1,1.019440063E1,-3.521277466E0,-2.938539276E0
4.218291767E1,1.081770447E1,-2.364782410E0,-8.640032959E-1
4.219291967E1,1.131631760E1,-1.075214081E0,9.873468018E-1
4.220292067E1,1.181073944E1,-1.339714050E-1,2.082469482E0
4.221292267E1,1.221175552E1,2.965333557E-1,2.550845490E0
4.222292367E1,1.212688202E1,3.592529297E-1,2.625689850E0
4.223292467E1,1.162273041E1,3.779640198E-1,1.873803406E0
4.224292667E1,1.105915237E1,2.856060791E-1,1.033899994E0
4.225292767E1,1.057326279E1,-3.323089600E-2,3.110531616E-1
4.226292967E1,1.020442978E1,-2.790197754E-1,-2.544708252E-1
4.227293067E1,9.962981873E0,-5.445675659E-1,-9.535171509E-1
4.228293267E1,9.966574402E0,-7.891589355E-1,-1.410217438E0
4.229293367E1,1.011940659E1,-9.024732971E-1,-1.470092926E0
4.230293467E1,1.031759445E1,-8.446934509E-1,-1.231339417E0
4.231293667E1,1.041564056E1,-7.671546936E-1,-9.300160217E-1
4.232293767E1,1.040381516E1,-7.816744995E-1,-7.396119690E-1
4.233293967E1,1.036624329E1,-8.674461365E-1,-9.268725586E-1
4.234294067E1,1.049168243E1,-1.011895752E0,-1.082099762E0
4.235294267E1,1.070379135E1,-9.385482788E-1,-9.153465271E-1
4.236294367E1,1.100167191E1,-8.246351624E-1,-1.180594940E0
4.237294467E1,1.143966110E1,-6.605763245E-1,-5.709127808E-1
4.238294667E1,1.138996445E1,-1.941462708E-1,-4.685256958E-2
4.239294767E1,1.106499023E1,2.183958435E-1,-3.517684937E-1
4.240294967E1,1.106543930E1,3.773652649E-1,-8.252339172E-1
4.241295067E1,1.125165207E1,3.597019958E-1,-1.607058105E0
4.242295267E1,1.145702499E1,3.457809448E-1,-2.358944550E0
4.243295367E1,1.171344177E1,3.697311401E-1,-1.711391144E0
4.244295467E1,1.160611496E1,5.981561279E-1,-5.846841431E-1
4.245295667E1,1.101170105E1,6.065386963E-1,-5.484594727E-1
4.246295767E1,1.041833496E1,1.380130005E-1,-8.319699097E-1
4.247295967E1,9.925859070E0,-4.535568237E-1,-1.330283661E0
4.248296067E1,9.471404114E0,-8.422984314E-1,-1.655407562E0
4.249296267E1,8.957822113E0,-9.930349731E-1,-1.926493835E0
4.250296367E1,8.468489685E0,-1.005309448E0,-2.089055786E0
4.251296467E1,8.138276367E0,-9.470805359E-1,-2.053729248E0
4.252296667E1,8.096363525E0,-8.457412720E-1,-1.924847260E0
4.253296767E1,8.314310303E0,-6.574328613E-1,-1.678908691E0
4.254296967E1,8.599317627E0,-3.125500488E-1,-1.272952881E0
4.255297067E1,8.747509460E0,1.441502380E-1,-7.855664063E-1
4.256297267E1,8.894503784E0,5.816903687E-1,-2.607577515E-1
4.257297367E1,9.149723053E0,9.592053223E-1,1.854643250E-1
4.258297467E1,9.465715942E0,1.311123505E0,5.471122742E-1
4.259297667E1,9.766141205E0,1.606758728E0,9.220825195E-1
4.260297767E1,1.011985565E1,1.796564026E0,1.193617859E0
4.261297967E1,1.047087570E1,1.897753601E0,1.569486237E0
4.262298067E1,1.063119232E1,2.095193024E0,1.991907806E0
4.263298267E1,1.054886353E1,2.387684784E0,2.490670624E0
4.264298367E1,1.031265472E1,2.715952148E0,2.526146851E0
4.265298467E1,1.013766861E1,2.875819702E0,2.335593109E0
4.266298667E1,9.871222687E0,2.876867523E0,2.247725830E0
4.267298767E1,9.570647736E0,2.917582855E0,1.968855743E0
4.268298967E1,9.383686523E0,2.898123322E0,1.962419128E0
4.269299067E1,9.266180878E0,2.846480713E0,1.902393951E0
4.270299267E1,9.123527527E0,2.754871216E0,2.011217651E0
4.271299367E1,8.930578766E0,2.676883392E0,1.805695038E0
4.272299467E1,8.688382416E0,2.631677399E0,1.742975464E0
4.273299667E1,8.487649841E0,2.622995453E0,1.560355225E0
4.274299767E1,8.334667969E0,2.615660706E0,1.557511139E0
4.275299967E1,8.204139404E0,2.638712769E0,1.769320679E0
4.276300067E1,8.193810883E0,2.680775299E0,1.701212311E0
4.277300267E1,8.181386719E0,2.753823395E0,1.968406677E0
4.278300367E1,8.223299561E0,2.850222931E0,2.165546722E0
4.279300467E1,8.274193726E0,2.937491455E0,2.080523529E0
4.280300667E1,8.261170807E0,3.071313171E0,2.142794037E0
4.281300767E1,8.272996216E0,3.123105469E0,2.439926147E0
4.282300967E1,8.412057037E0,3.083587646E0,2.531086578E0
4.283301067E1,8.579409027E0,3.000809784E0,2.672392731E0
4.284301267E1,8.734037476E0,2.944526825E0,2.896327057E0
4.285301367E1,8.911418610E0,2.947819977E0,2.752176819E0
4.286301467E1,9.046737213E0,3.118016052E0,3.073408813E0
4.287301667E1,9.209299164E0,3.359164581E0,3.199297028E0
4.288301767E1,9.326505432E0,3.592379608E0,3.311264191E0
4.289301967E1,9.340725861E0,3.773353271E0,3.344944153E0
4.290302067E1,9.358089752E0,3.829935608E0,2.631976776E0
4.291302267E1,9.267378387E0,3.844904480E0,2.922971649E0
4.292302367E1,9.215586090E0,3.792962494E0,2.763553162E0
4.293302467E1,9.264234924E0,3.829636230E0,2.625689850E0
4.294302667E1,9.548194427E0,3.865411835E0,2.480192413E0
4.295302767E1,9.920769653E0,4.001329193E0,2.758763123E0
4.296302967E1,1.022748184E1,4.207450562E0,2.729124756E0
4.297303067E1,1.033391052E1,4.314627686E0,2.820584564E0
4.298303267E1,1.011521530E1,4.282893677E0,2.990930328E0
4.299303367E1,9.538015594E0,4.096830597E0,3.171005859E0
4.300303467E1,8.782386932E0,3.897445221E0,3.278781738E0
4.301303667E1,8.103548584E0,3.696413269E0,3.297941895E0
4.302303767E1,7.692802734E0,3.489094391E0,3.202440491E0
4.303303967E1,7.493117981E0,3.321592712E0,3.026855621E0
4.304304067E1,7.463629303E0,3.179837494E0,2.950514374E0
4.305304267E1,7.402406616E0,3.229384460E0,2.926264801E0
4.306304367E1,7.216343536E0,3.516637115E0,2.959046631E0
4.307304467E1,6.968309326E0,3.924688568E0,3.087778931E0
4.308304667E1,6.806645508E0,4.193080444E0,3.280128937E0
4.309304767E1,6.717281342E0,4.337679749E0,3.330873413E0
4.310304967E1,6.654262390E0,4.352498932E0,3.348686371E0
4.311305067E1,6.728507996E0,4.367916870E0,3.335663452E0
4.312305267E1,6.882238312E0,4.366120605E0,3.279081116E0
4.313305387E1,7.049440613E0,4.349804535E0,3.214116211E0
4.314305487E1,7.181016998E0,4.342918854E0,3.173999634E0
4.315305687E1,7.329358521E0,4.345912628E0,3.279081116E0
4.316305787E1,7.489974518E0,4.349654846E0,3.460354156E0
4.317305987E1,7.650440826E0,4.336781616E0,3.602857819E0
4.318306087E1,7.782765656E0,4.370910645E0,3.633094940E0
4.319306287E1,7.962990875E0,4.425996094E0,3.650458832E0
4.320306387E1,8.196954346E0,4.445755005E0,3.667822723E0
4.321306487E1,8.345894623E0,4.511318665E0,3.681145020E0
4.322306687E1,8.390052795E0,4.640799408E0,3.703748016E0
4.323306787E1,8.374335480E0,4.809797974E0,3.724704437E0
4.324306987E1,8.404722290E0,4.909340973E0,3.735332336E0
4.325307087E1,8.480764160E0,4.883744202E0,3.610342255E0
4.326307287E1,8.560248871E0,4.749772797E0,3.439996490E0
4.327307387E1,8.614286499E0,4.564458160E0,3.300336914E0
4.328307487E1,8.601562958E0,4.414320374E0,3.155288544E0
4.329307687E1,8.573870544E0,4.381987610E0,3.160228271E0
4.330307787E1,8.531209259E0,4.461622009E0,3.293600922E0
4.331307987E1,8.549471283E0,4.696633301E0,3.488795013E0
4.332308087E1,8.528814240E0,4.878954163E0,3.643872528E0
4.333308287E1,8.437653809E0,4.981790314E0,3.682043152E0
4.334308387E1,8.293503571E0,4.939428406E0,3.653153229E0
4.335308487E1,8.034542084E0,4.768633575E0,3.700604553E0
4.336308687E1,7.712411957E0,4.590354309E0,3.832630005E0
4.337308787E1,7.480843506E0,4.439168701E0,4.046684875E0
4.338308987E1,7.376959534E0,4.331243134E0,4.290827179E0
4.339309087E1,7.393275604E0,4.300257568E0,4.548591156E0
4.340309287E1,7.423961792E0,4.359534302E0,4.747976532E0
4.341309387E1,7.436385956E0,4.455634460E0,4.931195526E0
4.342309587E1,7.375911713E0,4.524042206E0,5.088218994E0
4.343309687E1,7.233557739E0,4.518653412E0,5.212011566E0
4.344309787E1,7.064409485E0,4.450694733E0,5.350773010E0
4.345309987E1,6.944059753E0,4.369563446E0,5.188809814E0
4.346310087E1,6.836134186E0,4.345762939E0,5.264103241E0
4.347310287E1,6.819219360E0,4.316573639E0,5.290897522E0
4.348310387E1,6.870861969E0,4.356690216E0,5.381908264E0
4.349310587E1,7.050937500E0,4.437821503E0,5.354964294E0
4.350310687E1,7.473808136E0,4.461472321E0,5.487289124E0
4.351310787E1,8.155640259E0,4.498744812E0,5.680387573E0
4.352310987E1,8.875792694E0,4.525988159E0,5.742807770E0
4.353311087E1,9.219328308E0,4.886288910E0,6.004313965E0
4.354311287E1,9.134005737E0,5.327870636E0,6.101461945E0
4.355311387E1,8.670569458E0,5.796396332E0,6.254593506E0
4.356311587E1,8.136929169E0,6.032156067E0,6.449787598E0
4.357311687E1,7.694898376E0,5.914800110E0,6.340514832E0
4.358311787E1,7.318281555E0,5.526058502E0,6.044430542E0
4.359311987E1,7.076234894E0,5.115612030E0,5.590125275E0
4.360312087E1,6.800059204E0,4.819527740E0,5.075196075E0
4.361312287E1,6.533014526E0,4.609664154E0,4.670587463E0
4.362312387E1,6.290668488E0,4.229454803E0,4.650828552E0
4.363312587E1,5.491031342E0,4.170776825E0,5.040767670E0
4.364312687E1,4.680616608E0,4.417912903E0,5.009333038E0
4.365312787E1,4.708159332E0,4.071233826E0,4.785847778E0
4.366312987E1,5.092859344E0,3.755240936E0,4.516707458E0
4.367313087E1,5.349276123E0,3.757635956E0,4.323459320E0
