"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.071870967E1,8.610693970E0,-7.660320282E0,3.519930267E0
1.072871067E1,8.566535797E0,-7.606132965E0,3.619173889E0
1.073871267E1,8.563392334E0,-7.711962891E0,3.666026459E0
1.074871367E1,8.515192566E0,-7.890092468E0,3.214714966E0
1.075871467E1,8.353828125E0,-7.893385620E0,2.593057709E0
1.076871567E1,8.239615631E0,-7.746840363E0,2.013612671E0
1.077871667E1,8.320148163E0,-7.524253235E0,1.334175568E0
1.078871867E1,8.571625214E0,-7.340884552E0,1.113833771E0
1.079871967E1,8.803942108E0,-7.212301941E0,1.092428284E0
1.080872067E1,8.861572266E0,-6.937772827E0,5.081932068E-1
1.081872167E1,8.995543671E0,-6.458469543E0,5.251080322E-1
1.082872367E1,9.273665314E0,-5.962550812E0,1.038839722E0
1.083872467E1,9.432335358E0,-5.505850525E0,1.144220581E0
1.084872567E1,9.457483063E0,-5.093458099E0,8.231382751E-1
1.085872667E1,9.651629333E0,-4.773423615E0,4.104464722E-1
1.086872867E1,1.007734406E1,-4.539160767E0,5.104385376E-1
1.087872967E1,1.040935364E1,-4.272864532E0,1.274599457E0
1.088873067E1,1.043779449E1,-3.962859192E0,1.628613281E0
1.089873167E1,1.039318726E1,-3.713328094E0,1.468895416E0
1.090873267E1,1.050216064E1,-3.550317078E0,1.360820160E0
1.091873467E1,1.069121750E1,-3.445235596E0,1.305285645E0
1.092873567E1,1.069046906E1,-3.321742401E0,1.376387787E0
1.093873667E1,1.051563263E1,-3.062481537E0,1.535656586E0
1.094873767E1,1.043180695E1,-2.774630127E0,2.073787537E0
1.095873967E1,1.048883835E1,-2.489323425E0,2.652633820E0
1.096874067E1,1.067864365E1,-2.283651123E0,2.667453003E0
1.097874167E1,1.076800781E1,-1.985770569E0,2.413730621E0
1.098874267E1,1.067550018E1,-1.624721375E0,1.954635315E0
1.099874367E1,1.030038025E1,-1.229094086E0,1.267264709E0
1.100874567E1,9.818232880E0,-7.608677673E-1,7.232958984E-1
1.101874667E1,9.531878357E0,-2.706372070E-1,4.489164734E-1
1.102874767E1,9.624535675E0,8.068222046E-2,3.499722290E-1
1.103874867E1,9.876461792E0,2.772235107E-1,1.215472412E-1
1.104875067E1,1.007899063E1,4.583468628E-1,7.963439941E-2
1.105875167E1,1.016116974E1,6.171665955E-1,7.634124756E-2
1.106875267E1,1.019949005E1,7.716453552E-1,1.025367737E-1
1.107875367E1,1.022029678E1,8.740324402E-1,4.661306763E-1
1.108875567E1,1.017628830E1,9.300160217E-1,1.003962250E0
1.109875642E1,1.018092865E1,1.053658905E0,1.567240906E0
1.110875742E1,1.030187714E1,1.229243774E0,1.960772552E0
1.111875842E1,1.045470932E1,1.428030396E0,2.346819763E0
1.112875942E1,1.037956558E1,1.666484528E0,2.577041016E0
1.113876142E1,9.934541016E0,1.842967529E0,2.293829956E0
1.114876242E1,9.216633911E0,1.896406403E0,1.498833160E0
1.115876342E1,8.420589294E0,1.818717957E0,1.219963074E-1
1.116876442E1,7.673792267E0,1.672921143E0,-1.436862030E0
1.117876642E1,7.036118317E0,1.537153473E0,-2.427951050E0
1.118876742E1,6.813231812E0,1.610351257E0,-2.911894684E0
1.119876842E1,6.946604462E0,1.731000366E0,-3.043471069E0
1.120876942E1,7.083120575E0,2.234852600E0,-2.723286896E0
1.121877142E1,7.222480774E0,2.799777832E0,-2.094743958E0
1.122877242E1,7.500901794E0,3.285517731E0,-1.687740326E0
1.123877342E1,7.828420715E0,3.606450348E0,-1.127156067E0
1.124877442E1,8.183781738E0,3.777394867E0,-2.965333557E-1
1.125877542E1,8.488248596E0,3.675606537E0,6.065386963E-1
1.126877742E1,8.672964478E0,3.430865479E0,1.303639069E0
1.127877842E1,8.590935059E0,3.169658661E0,1.793420563E0
1.128877942E1,8.355175323E0,3.060385895E0,1.944606171E0
1.129878042E1,8.098459167E0,3.081342316E0,1.755100250E0
1.130878242E1,7.849227448E0,3.295846252E0,1.423988800E0
1.131878342E1,7.455845490E0,3.557502136E0,1.255738678E0
1.132878442E1,6.895261230E0,3.725602570E0,1.325792999E0
1.133878542E1,6.242917786E0,3.931574249E0,1.439556427E0
1.134878742E1,5.581742706E0,4.041146393E0,1.244062958E0
1.135878842E1,5.060376892E0,4.020639038E0,5.710624695E-1
1.136878942E1,4.873265991E0,3.863765259E0,-2.119592285E-1
1.137879042E1,4.975802765E0,3.834126892E0,-5.541476440E-1
1.138879242E1,5.030439148E0,4.059857483E0,-1.422042847E-1
1.139879342E1,4.846172333E0,4.467010803E0,7.824229431E-1
1.140879442E1,4.489464111E0,4.796026611E0,1.672771454E0
1.141879542E1,4.011058960E0,5.084476776E0,2.345472565E0
1.142879642E1,3.656446381E0,5.458698578E0,2.579136658E0
1.143879842E1,3.598666534E0,6.025270386E0,2.461631012E0
1.144879942E1,3.921545105E0,6.747817841E0,1.964664459E0
1.145880042E1,4.610113220E0,7.323071594E0,1.527423706E0
1.146880142E1,5.718258820E0,7.522756348E0,1.464554443E0
1.147880342E1,6.888674927E0,7.549101563E0,1.822011108E0
1.148880442E1,7.976462860E0,7.045997772E0,2.466121674E0
1.149880542E1,9.155111847E0,5.997278595E0,2.807262268E0
1.150880642E1,1.014635056E1,5.633684692E0,2.826272736E0
1.151880842E1,1.032986893E1,6.145470428E0,2.002386017E0
1.152880942E1,1.034917877E1,5.891298981E0,9.680369568E-1
1.153881042E1,1.021326141E1,4.949457550E0,6.945556641E-1
1.154881142E1,9.562863922E0,4.143533478E0,9.595046997E-1
1.155881342E1,8.539442139E0,3.385509796E0,1.957180023E0
1.156881442E1,7.011269989E0,3.137176208E0,3.623814240E0
1.157881542E1,5.430108032E0,3.291355591E0,5.032235413E0
1.158881642E1,4.181853790E0,3.400778046E0,5.883964233E0
1.159881742E1,3.157833252E0,3.346441040E0,6.238726501E0
1.160881942E1,2.124532013E0,3.365152130E0,6.169420624E0
1.161882042E1,1.212328949E0,3.373983765E0,5.913303223E0
1.162882142E1,4.303550720E-1,3.765270081E0,6.089935913E0
1.163882242E1,-5.011578369E-1,5.089715881E0,6.924151154E0
1.164882442E1,-1.368304596E0,6.887327728E0,7.491471405E0
1.165882542E1,-1.566941528E0,8.087382202E0,7.185956726E0
1.166882642E1,-8.337661743E-1,8.218359833E0,6.453978882E0
1.167882742E1,6.494993591E-1,7.408394165E0,5.885311432E0
1.168882942E1,2.221679993E0,6.440357208E0,5.742658081E0
1.169883042E1,3.314856720E0,5.852529602E0,6.028264160E0
1.170883142E1,3.974085846E0,5.651946716E0,6.479875031E0
1.171883242E1,4.362827454E0,5.705984344E0,6.798861694E0
1.172883442E1,4.660109253E0,5.907764740E0,7.079977112E0
1.173883542E1,4.795427856E0,6.289321289E0,7.336543579E0
1.174883642E1,4.889432373E0,6.767127686E0,7.450157318E0
1.175883742E1,4.997208252E0,6.906038818E0,7.403903503E0
1.176883842E1,5.132526855E0,6.643933868E0,7.219337311E0
1.177884042E1,5.375471649E0,6.160738678E0,6.784940643E0
1.178884142E1,5.659730530E0,5.579796753E0,6.309229889E0
1.179884242E1,5.768254852E0,5.249733124E0,5.916895752E0
1.180884342E1,5.738915863E0,5.204078064E0,5.623356171E0
1.181884542E1,5.648354187E0,5.227130127E0,5.492677917E0
1.182884642E1,5.608986053E0,5.083728333E0,5.432652740E0
1.183884742E1,5.638624420E0,4.812642059E0,5.306764526E0
1.184884842E1,5.747298431E0,4.550686798E0,5.161566467E0
1.185885042E1,5.922284546E0,4.256997528E0,5.032085724E0
1.186885142E1,6.146967316E0,3.908372498E0,4.987777863E0
1.187885242E1,6.406677246E0,3.428320770E0,4.852159882E0
1.188885342E1,6.649023285E0,2.863694916E0,4.637805634E0
1.189885542E1,6.820865936E0,2.507286072E0,4.604125671E0
1.190885642E1,6.945257263E0,2.449805603E0,4.729265442E0
1.191885742E1,7.026538239E0,2.616558838E0,4.837789764E0
1.192885842E1,7.011569366E0,2.823578339E0,4.868176575E0
1.193886042E1,7.002288666E0,2.877615967E0,4.661456451E0
1.194886142E1,7.100634155E0,2.594853973E0,4.332440643E0
1.195886242E1,7.290589142E0,1.972448273E0,3.939657440E0
1.196886342E1,7.477999420E0,9.762698364E-1,3.918551331E0
1.197886442E1,7.463928680E0,2.601589966E-1,4.330943756E0
1.198886642E1,7.230713654E0,-8.891510010E-2,4.603077850E0
1.199886742E1,6.641838226E0,-1.669029236E-1,4.614603882E0
1.200886842E1,5.963149567E0,-1.764830017E-1,4.240082703E0
1.201886942E1,5.666915588E0,-4.098477173E-1,3.596870270E0
1.202887142E1,5.838159485E0,-9.630972290E-1,3.113525391E0
1.203887242E1,6.138285370E0,-1.820813599E0,2.854414215E0
1.204887342E1,6.369105377E0,-2.654430084E0,2.620899811E0
1.205887442E1,6.857389984E0,-3.124302979E0,2.324665833E0
1.206887642E1,7.796986084E0,-3.487298126E0,1.878743134E0
1.207887742E1,8.275989990E0,-3.853736115E0,2.048789520E0
1.208887842E1,8.309969330E0,-4.030817871E0,2.065554657E0
1.209887950E1,8.050409088E0,-3.980821838E0,2.313738556E0
1.210888150E1,7.698341217E0,-4.069437561E0,2.725831604E0
1.211888250E1,7.473059692E0,-4.428690491E0,3.183130646E0
1.212888350E1,7.749235382E0,-5.016368408E0,3.675456848E0
1.213888450E1,8.569529572E0,-5.388943634E0,3.853885803E0
1.214888650E1,9.287436676E0,-5.204377441E0,4.094734955E0
1.215888750E1,9.607471161E0,-5.027595062E0,4.089046783E0
1.216888850E1,9.367669830E0,-5.185067596E0,3.928430786E0
1.217888950E1,8.789422302E0,-5.441933441E0,3.686683502E0
1.218889050E1,8.507109375E0,-5.660928040E0,3.297043762E0
1.219889250E1,8.433462524E0,-5.576503601E0,3.505111084E0
1.220889350E1,8.575367432E0,-5.364394684E0,4.263134766E0
1.221889450E1,9.328601074E0,-5.847739563E0,4.894521790E0
1.222889550E1,1.032388138E1,-7.310048676E0,5.534890137E0
1.223889750E1,1.093790451E1,-8.929231567E0,5.813760223E0
1.224889850E1,1.092233688E1,-9.988279266E0,5.902076569E0
1.225889950E1,1.033016830E1,-1.023047562E1,5.394781494E0
1.226890050E1,9.585317230E0,-9.806257782E0,4.512815552E0
1.227890250E1,9.433083801E0,-9.225016479E0,3.742367706E0
1.228890350E1,9.679022369E0,-8.781488800E0,3.145858154E0
1.229890450E1,9.882299652E0,-8.707093506E0,2.937491455E0
1.230890550E1,1.028466293E1,-9.457333374E0,2.828518066E0
1.231890750E1,1.052970337E1,-1.081306412E1,2.714604950E0
1.232890850E1,1.010443771E1,-1.190010361E1,2.942281494E0
1.233890950E1,9.581575012E0,-1.275617340E1,2.341580658E0
1.234891050E1,9.059610443E0,-1.320568863E1,1.986219635E0
1.235891250E1,8.281229095E0,-1.308728485E1,1.537452850E0
1.236891350E1,7.462880859E0,-1.261127472E1,1.109043732E0
1.237891450E1,6.874005432E0,-1.214065338E1,8.219407654E-1
1.238891550E1,6.414610748E0,-1.200683167E1,6.991960144E-1
1.239891750E1,5.939199371E0,-1.215652039E1,5.899232483E-1
1.240891850E1,5.435646515E0,-1.225591370E1,3.766168213E-1
1.241891950E1,5.011129303E0,-1.219514008E1,9.101074219E-2
1.242892050E1,4.668641510E0,-1.200293976E1,-2.032772827E-1
1.243892150E1,4.409230957E0,-1.163485519E1,-3.879931641E-1
1.244892350E1,4.281396790E0,-1.126707001E1,-5.415737915E-1
1.245892450E1,4.201612701E0,-1.089958420E1,-5.140310669E-1
1.246892550E1,4.204606476E0,-1.056757462E1,-4.427792358E-1
1.247892650E1,4.359683990E0,-1.035307068E1,-3.737727356E-1
1.248892850E1,4.619244232E0,-1.014215927E1,-3.206332397E-1
1.249892950E1,4.865033112E0,-9.807754669E0,-2.306703186E-1
1.250893050E1,5.032684479E0,-9.408235474E0,-5.343887329E-2
1.251893150E1,5.158872070E0,-8.907826080E0,1.110690308E-1
1.252893350E1,5.252577209E0,-8.337961121E0,2.586621094E-1
1.253893450E1,5.362598419E0,-7.754025421E0,4.204756165E-1
1.254893550E1,5.451513519E0,-7.271428986E0,5.939648438E-1
1.255893650E1,5.531596985E0,-6.904092865E0,8.304730225E-1
1.256893850E1,5.678591309E0,-6.681805115E0,1.095871124E0
1.257893950E1,5.952072601E0,-6.650220795E0,1.225501556E0
1.258894050E1,6.194119263E0,-6.622378693E0,1.184486847E0
1.259894150E1,6.451883240E0,-6.605613556E0,1.062490540E0
1.260894350E1,6.771917725E0,-6.568939819E0,1.304836578E0
1.261894450E1,6.953490143E0,-6.319708099E0,1.463356934E0
1.262894550E1,6.932234344E0,-5.878276062E0,1.745969238E0
1.263894650E1,6.938072205E0,-5.477110291E0,1.909429321E0
1.264894850E1,7.210206299E0,-5.215903473E0,1.926194458E0
1.265894950E1,7.697143707E0,-5.120701447E0,2.199975128E0
1.266895050E1,8.147706757E0,-5.039570160E0,2.525997162E0
1.267895150E1,8.593479767E0,-5.091063080E0,2.881956940E0
1.268895350E1,8.930429077E0,-5.219496002E0,3.388353882E0
1.269895450E1,9.111851807E0,-5.297184448E0,3.450624390E0
1.270895550E1,9.265582123E0,-5.390590210E0,3.266806641E0
1.271895650E1,9.397607574E0,-5.372777252E0,3.371439056E0
1.272895750E1,9.398655396E0,-5.203628998E0,3.450025635E0
1.273895950E1,9.321116638E0,-5.033283234E0,3.497776337E0
1.274896050E1,9.206305389E0,-4.888983307E0,3.849844208E0
1.275896150E1,9.127718811E0,-4.766088867E0,3.775748291E0
1.276896250E1,9.345964966E0,-4.803061981E0,3.736978912E0
1.277896450E1,9.666149139E0,-4.902904358E0,3.622017975E0
1.278896550E1,9.939480743E0,-4.765190735E0,4.165388031E0
1.279896650E1,9.926906891E0,-4.411176910E0,5.343737640E0
1.280896750E1,9.500294037E0,-3.981121216E0,5.657934265E0
1.281896950E1,8.925489349E0,-3.598217468E0,5.397775269E0
1.282897050E1,8.585246887E0,-3.385360107E0,4.732109528E0
1.283897150E1,8.401129761E0,-3.411855011E0,3.818559265E0
1.284897250E1,8.292455750E0,-3.592379608E0,3.001707916E0
1.285897450E1,8.398884430E0,-3.824696503E0,2.246378632E0
1.286897550E1,8.621770935E0,-3.985911255E0,2.587668915E0
1.287897650E1,8.539891205E0,-3.981570282E0,2.573598175E0
1.288897750E1,8.587641907E0,-3.948638763E0,1.903292084E0
1.289897950E1,8.743168488E0,-3.744613037E0,7.508386230E-1
1.290898050E1,8.992699585E0,-3.491938477E0,-8.753796387E-1
1.291898150E1,9.231602783E0,-3.046913910E0,-5.903723145E-1
1.292898250E1,9.450597382E0,-2.674488373E0,-5.453160095E-1
1.293898450E1,9.426347809E0,-2.522853699E0,-3.592529297E-3
1.294898550E1,9.477691040E0,-2.570754089E0,1.258882141E-1
1.295898650E1,9.714797974E0,-2.898871765E0,-9.680369568E-1
1.296898750E1,1.007914032E1,-3.273842010E0,-1.179247742E0
1.297898950E1,1.011746063E1,-3.367547150E0,-1.507814484E0
1.298899050E1,1.009276199E1,-3.716471558E0,-3.031945038E0
1.299899150E1,1.009740234E1,-3.550466766E0,-1.174906769E0
1.300899250E1,1.012913635E1,-2.645598450E0,6.399192810E-1
1.301899450E1,1.014709900E1,-1.413660278E0,2.930007019E0
1.302899550E1,1.005459137E1,-3.847000122E-1,5.253026276E0
1.303899650E1,9.854008484E0,2.644999695E-1,6.914870453E0
1.304899750E1,9.827064514E0,2.978805542E-1,6.467151489E0
1.305899950E1,9.955497437E0,-1.121168518E-1,5.670657806E0
1.306900050E1,9.910141754E0,-5.465135193E-1,4.565955048E0
1.307900150E1,9.235644379E0,-7.110214233E-1,3.385659485E0
1.308900250E1,8.247249756E0,-6.836283875E-1,2.226320343E0
1.309900387E1,7.506589966E0,-5.429209900E-1,1.113085327E0
1.310900487E1,7.309898987E0,-3.617976379E-1,4.683760071E-1
1.311900587E1,7.615563354E0,-1.107696533E-1,2.598596191E-1
1.312900687E1,8.027357025E0,2.185455322E-1,6.310876465E-1
1.313900887E1,8.326135712E0,5.315446472E-1,1.377585297E0
1.314900987E1,8.651558990E0,6.869215393E-1,2.240391083E0
1.315901087E1,9.157057800E0,6.824308777E-1,3.022814026E0
1.316901187E1,9.696386261E0,4.924758911E-1,3.631598053E0
1.317901387E1,1.003632935E1,2.517764282E-1,3.833677826E0
1.318901487E1,1.019455032E1,5.568420410E-2,3.670666809E0
1.319901587E1,1.016566040E1,-2.978805542E-2,3.363655243E0
1.320901687E1,1.000100281E1,-6.256988525E-2,2.845582581E0
1.321901887E1,9.708361359E0,-4.191284180E-2,2.244432678E0
1.322901987E1,9.304650879E0,9.624984741E-2,1.898202667E0
1.323902087E1,9.035211182E0,2.971321106E-1,1.889371033E0
1.324902187E1,9.083860016E0,3.746708679E-1,1.948947144E0
1.325902387E1,9.339228973E0,2.847079468E-1,1.941313019E0
1.326902487E1,9.676178284E0,1.062789917E-1,1.922152863E0
1.327902587E1,1.007270370E1,-3.787124634E-2,1.882485352E0
1.328902687E1,1.036923706E1,-1.050814819E-1,1.645827484E0
1.329902887E1,1.032118698E1,-1.077758789E-2,1.232387238E0
1.330902987E1,1.010294083E1,2.228865051E-1,1.002315674E0
1.331903087E1,1.007435028E1,4.562512207E-1,8.014334106E-1
1.332903187E1,1.004231689E1,7.771838379E-1,2.561174011E-1
1.333903387E1,1.009650421E1,1.037492523E0,-7.140151978E-2
1.334903487E1,1.025637177E1,1.246607666E0,-5.102888489E-1
1.335903587E1,1.053015244E1,1.340013428E0,-5.978567505E-1
1.336903687E1,1.087623276E1,1.309327240E0,-3.752696228E-1
1.337903887E1,1.115809662E1,1.168320465E0,-7.328759766E-1
1.338903987E1,1.153636002E1,9.610015869E-1,-8.954379272E-1
1.339904087E1,1.199291061E1,9.792636108E-1,1.595681763E-1
1.340904187E1,1.211715225E1,1.287173309E0,1.750459900E0
1.341904387E1,1.175670181E1,1.692380676E0,3.698658600E0
1.342904487E1,1.092907288E1,1.958078156E0,5.063071289E0
1.343904587E1,9.974208527E0,1.951491852E0,5.319787445E0
1.344904688E1,9.294771423E0,1.601369934E0,4.909790039E0
1.345904887E1,8.945547638E0,1.044827271E0,4.671635284E0
1.346904987E1,8.660989380E0,6.529421997E-1,4.963228912E0
1.347905087E1,8.410560150E0,5.637277222E-1,5.599555664E0
1.348905187E1,8.172555084E0,6.617738342E-1,5.911207581E0
1.349905387E1,7.834707642E0,9.024732971E-1,5.719156952E0
1.350905488E1,7.264094238E0,1.451681213E0,5.067112885E0
1.351905587E1,6.638395386E0,2.226320343E0,4.338727570E0
1.352905687E1,6.190676422E0,3.036585388E0,4.018393707E0
1.353905887E1,5.938301239E0,3.781137085E0,4.202660522E0
1.354905987E1,5.998775482E0,4.399800568E0,4.407883759E0
1.355906087E1,6.613846436E0,5.016518097E0,4.286336517E0
1.356906187E1,7.948171692E0,5.373825073E0,3.518583069E0
1.357906387E1,9.422755280E0,5.521567841E0,2.803220673E0
1.358906487E1,1.041848465E1,5.784421234E0,2.011966095E0
1.359906587E1,1.057745407E1,6.256389771E0,1.926344147E0
1.360906687E1,1.013901581E1,6.814579010E0,2.570155334E0
1.361906887E1,9.854307861E0,6.881639557E0,2.790497131E0
1.362906987E1,9.872569885E0,6.389762421E0,3.095712433E0
1.363907087E1,1.005713608E1,5.759722595E0,2.809956665E0
1.364907187E1,9.991422729E0,5.288502502E0,2.547552338E0
1.365907387E1,9.695488129E0,4.742438049E0,2.708018646E0
1.366907487E1,9.343719635E0,3.823948059E0,3.218157806E0
1.367907587E1,8.763376465E0,2.991229706E0,3.960464172E0
1.368907687E1,7.972570953E0,2.385289764E0,4.164639587E0
1.369907887E1,7.085814972E0,2.107766876E0,3.984713745E0
1.370907987E1,6.199957123E0,2.084415436E0,3.436403961E0
1.371908087E1,5.368286591E0,2.191742249E0,2.835403748E0
1.372908187E1,4.650080109E0,2.386936340E0,2.284848633E0
1.373908387E1,4.120780792E0,2.678979034E0,2.163002014E0
1.374908487E1,3.911216583E0,3.206931152E0,2.121089172E0
1.375908587E1,4.057761841E0,3.903881836E0,2.199076996E0
1.376908687E1,4.684209137E0,4.546196136E0,2.465971985E0
1.377908887E1,5.616320801E0,5.082530823E0,2.853516083E0
1.378908987E1,6.478078766E0,5.604495392E0,3.567680969E0
1.379909087E1,7.130422211E0,6.257736969E0,4.500990143E0
1.380909187E1,7.678282928E0,6.960076447E0,5.707780609E0
1.381909387E1,8.152496796E0,7.664661255E0,6.996600494E0
1.382909487E1,8.686735840E0,7.947872314E0,8.152646484E0
1.383909587E1,8.941805420E0,7.703580322E0,8.684490509E0
1.384909687E1,8.338559875E0,8.066575470E0,8.498726807E0
1.385909887E1,8.232580261E0,7.395221558E0,6.963369598E0
1.386909987E1,8.046816559E0,6.321354675E0,5.542524261E0
1.387910087E1,7.699838104E0,5.368735657E0,4.425996094E0
1.388910287E1,6.901697845E0,4.684807892E0,3.488345947E0
1.389910387E1,5.660928040E0,4.244273987E0,2.991828461E0
1.390910487E1,4.458179169E0,3.859424286E0,2.859204254E0
1.391910587E1,3.428320770E0,3.363954620E0,2.422412567E0
1.392910787E1,2.520308990E0,2.768193512E0,1.779649200E0
1.393910887E1,1.641636200E0,2.477498016E0,1.788630524E0
1.394910987E1,8.780740356E-1,2.818039856E0,3.002456360E0
1.395911087E1,6.343807983E-1,3.730991364E0,4.548740845E0
1.396911287E1,1.075064392E0,4.755610657E0,5.699248352E0
1.397911387E1,2.113155670E0,5.565127258E0,6.673422546E0
1.398911487E1,3.417992249E0,6.264622650E0,7.186106415E0
1.399911587E1,4.538262634E0,6.868616638E0,7.473209381E0
1.400911787E1,5.054688721E0,7.241790619E0,7.639962616E0
1.401911887E1,4.855453033E0,7.266189880E0,7.536677399E0
1.402911987E1,4.186344452E0,6.942263489E0,7.245532837E0
1.403912087E1,3.451522522E0,6.420298920E0,7.012766876E0
1.404912287E1,2.862198029E0,6.023923187E0,6.938670959E0
1.405912387E1,2.536325684E0,5.971382446E0,6.997498627E0
1.406912487E1,2.536475372E0,6.330785065E0,6.882088623E0
1.407912587E1,2.813100128E0,6.959328003E0,6.592890015E0
1.408912787E1,3.279230804E0,7.446115723E0,6.388265533E0
1.409912950E1,3.827989655E0,7.635022888E0,6.296057281E0
1.410913050E1,4.199666748E0,7.563022614E0,6.357878723E0
1.411913150E1,4.377646637E0,7.235204315E0,6.616690521E0
1.412913350E1,4.493206329E0,6.806046753E0,6.956034851E0
1.413913450E1,4.669389954E0,6.549031219E0,7.234156494E0
1.414913550E1,4.949756927E0,6.412664795E0,7.313042450E0
1.415913650E1,5.107528839E0,6.358028412E0,7.044500885E0
1.416913850E1,5.070705414E0,6.376739502E0,6.499184875E0
1.417913950E1,4.812492371E0,6.391408997E0,5.749992828E0
1.418914050E1,4.452041931E0,6.431076508E0,5.225932617E0
1.419914150E1,4.197870483E0,6.386020203E0,4.995561676E0
1.420914350E1,4.092339935E0,6.224805450E0,5.008135529E0
1.421914450E1,4.093088379E0,6.176156616E0,5.123096466E0
1.422914550E1,4.229155426E0,6.314169617E0,5.119354248E0
1.423914750E1,4.593348083E0,6.518494720E0,5.270839233E0
1.424914850E1,5.205574951E0,6.833290100E0,5.482499084E0
1.425914950E1,5.836812286E0,7.149582367E0,5.597609711E0
1.426915050E1,6.290518799E0,7.352260895E0,5.918991394E0
1.427915250E1,6.462211761E0,7.255861359E0,6.390211487E0
1.428915350E1,6.175857239E0,6.924300842E0,6.569388885E0
1.429915450E1,5.379363556E0,6.463109894E0,6.376140747E0
1.430915550E1,4.497996368E0,5.937253418E0,5.993985443E0
1.431915750E1,4.119433594E0,5.415887604E0,5.476511536E0
1.432915850E1,4.641398163E0,4.888384552E0,5.023254089E0
1.433915950E1,5.677244110E0,4.542154541E0,4.883744202E0
1.434916050E1,6.485263824E0,4.616250458E0,4.934039612E0
1.435916250E1,6.785240021E0,5.123246155E0,5.011278992E0
1.436916350E1,6.750661926E0,5.699697418E0,5.156327362E0
1.437916450E1,6.653214569E0,5.935307465E0,5.447771301E0
1.438916550E1,6.592890015E0,5.777535553E0,5.598507843E0
1.439916750E1,6.496191101E0,5.494324493E0,5.669609985E0
1.440916850E1,6.400689697E0,5.222789154E0,5.864055634E0
1.441916950E1,6.414161682E0,5.056484985E0,6.047723694E0
1.442917050E1,6.489604797E0,5.064418488E0,6.156846771E0
1.443917250E1,6.692133636E0,5.189258881E0,6.203849030E0
1.444917350E1,6.816524963E0,5.421725464E0,5.935606842E0
1.445917450E1,6.584956512E0,5.827980652E0,5.199587402E0
1.446917550E1,6.222111053E0,6.148314514E0,4.445305939E0
1.447917750E1,5.946683807E0,6.088439026E0,4.016896820E0
1.448917850E1,5.809718628E0,5.695206757E0,3.907474365E0
1.449917950E1,5.908064117E0,5.168152771E0,4.209995270E0
1.450918150E1,6.184838562E0,4.722230072E0,4.513863373E0
1.451918250E1,6.478827209E0,4.521198120E0,4.394112396E0
1.452918350E1,6.886429596E0,4.578229523E0,4.183350677E0
1.453918450E1,7.253765717E0,4.758754120E0,3.910617828E0
1.454918650E1,7.436385956E0,5.029391327E0,3.611839142E0
1.455918750E1,7.560477905E0,5.269641724E0,3.622766418E0
1.456918850E1,7.751630402E0,5.440286865E0,4.033661957E0
1.457918950E1,7.922724609E0,5.490731964E0,4.653522949E0
1.458919150E1,8.001760254E0,5.487588501E0,5.330265656E0
1.459919250E1,7.989036713E0,5.491929474E0,5.617368622E0
1.460919350E1,7.941884766E0,5.379662933E0,5.478906555E0
1.461919450E1,7.687563629E0,5.072202301E0,5.287903748E0
1.462919650E1,7.182214508E0,4.725822601E0,5.218148804E0
1.463919750E1,6.509962463E0,4.396208038E0,5.388195190E0
1.464919850E1,5.953569489E0,4.070036316E0,5.473368073E0
1.465919950E1,5.448370056E0,3.893553314E0,6.170019379E0
1.466920150E1,5.160518646E0,3.961661682E0,6.506070557E0
1.467920250E1,5.207371216E0,4.333338776E0,7.118896179E0
1.468920350E1,5.605543213E0,5.071453857E0,7.438331909E0
1.469920450E1,6.197861481E0,5.939199371E0,7.295977936E0
1.470920650E1,6.909481659E0,6.256090393E0,6.587501221E0
1.471920750E1,7.043153687E0,5.871390381E0,6.080954590E0
1.472920850E1,5.911057892E0,5.564229126E0,5.793402557E0
1.473921050E1,4.489164734E0,5.447322235E0,5.243146820E0
1.474921150E1,3.601360931E0,5.363496552E0,5.238955536E0
1.475921250E1,3.892655182E0,5.157824249E0,5.927972717E0
1.476921350E1,4.714296570E0,5.038821716E0,5.831273804E0
1.477921550E1,5.121000824E0,5.049748993E0,6.100563812E0
1.478921650E1,5.182073822E0,5.151387634E0,6.644382935E0
1.479921750E1,5.329217834E0,5.250032501E0,7.302564240E0
1.480921850E1,5.632636871E0,5.331014099E0,7.886499939E0
1.481922050E1,6.051465912E0,5.320835266E0,8.096064148E0
1.482922150E1,6.359525299E0,5.336851959E0,8.295748901E0
1.483922250E1,6.406527557E0,5.435646515E0,8.174501038E0
1.484922350E1,6.143823853E0,5.531297607E0,8.132139130E0
1.485922550E1,5.765261078E0,5.601651306E0,8.287965088E0
1.486922650E1,5.363646240E0,5.701793060E0,8.196804657E0
1.487922750E1,5.010231171E0,5.810317383E0,7.902217255E0
1.488922850E1,4.784350891E0,5.792354736E0,7.533533936E0
1.489923050E1,4.657265167E0,5.782325592E0,7.170239410E0
1.490923150E1,4.653672638E0,5.801934814E0,6.741381226E0
1.491923250E1,4.775219879E0,5.641468506E0,6.416856079E0
1.492923450E1,4.892126770E0,5.428012390E0,6.157894592E0
1.493923550E1,4.946912842E0,5.276976471E0,6.080056458E0
1.494923650E1,4.983736267E0,5.146896973E0,6.209686890E0
1.495923750E1,5.034630432E0,5.101690979E0,6.308182068E0
1.496923950E1,5.191354523E0,5.240602112E0,6.435567169E0
